"Line","Analysis","Time.Code","Port","Inj.Nr","d.18_16.Mean","d.D_H.Mean","H2O_Mean","Ignore","Good","Identifier.1","Identifier.2","Gas.Configuration","Timestamp.Mean","d.18_16._SD","d.D_H._SD","H2O_SD","d.18_16._Sl","d.D_H._Sl","H2O_Sl","baseline_shift","slope_shift","residuals","baseline_curvature","interval","ch4_ppm","h16od_adjust","h16od_shift","n2_flag","DAS.Temp","Tray","Sample","Job","Method","Error.Code"
11,"    P-3265","   2023/03/07 12:10:40","           2-02",1,3.962,27.68,18944,-1,1,"PZ","standard","                 H2O",1678191341.34,0.317,0.865,99.976,0,-0.012,2.35,1302.874,1.093,3.066,117.195,0.865,0.458,0,0,1,42.125,2,2,1," GJB_Rinse",0
12,"    P-3265","   2023/03/07 12:19:36","           2-02",2,4.527,36.151,18980,-1,1,"PZ","standard","                 H2O",1678191877.79,0.313,0.809,94.055,0.001,-0.011,2.226,1310.395,1.099,3.075,117.447,0.865,0.432,0,0,1,42.062,2,2,1," GJB_Rinse",0
13,"    P-3265","   2023/03/07 12:28:33","           2-02",3,4.628,38.308,18909,-1,1,"PZ","standard","                 H2O",1678192414.41,0.31,0.798,98.783,0.001,-0.008,2.322,1310.274,0.387,3.05,117.898,0.875,0.42,0,0,1,42.125,2,2,1," GJB_Rinse",0
14,"    P-3265","   2023/03/07 12:37:30","           2-02",4,4.713,39.095,18784,0,1,"PZ","standard","                 H2O",1678192951.54,0.326,0.781,98.306,0.001,-0.005,2.32,1308.18,0.625,3.011,116.391,0.867,0.361,0,0,1,42.062,2,2,1," GJB_Rinse",0
15,"    P-3265","   2023/03/07 12:46:28","           2-02",5,4.756,39.447,18653,0,1,"PZ","standard","                 H2O",1678193488.93,0.309,0.779,96.283,0.001,-0.005,2.267,1306.478,1.078,2.994,115.238,0.869,0.393,0,0,1,42.062,2,2,1," GJB_Rinse",0
16,"    P-3265","   2023/03/07 12:55:26","           2-02",6,4.735,39.925,18517,0,1,"PZ","standard","                 H2O",1678194026.53,0.323,0.704,96.738,0,-0.003,2.287,1304.356,0.879,2.974,114.996,0.866,0.508,0,0,1,42.125,2,2,1," GJB_Rinse",0
17,"    P-3265","   2023/03/07 13:04:23","           2-02",7,4.806,40.22,18602,0,1,"PZ","standard","                 H2O",1678194564.28,0.347,0.74,96.423,0.001,-0.005,2.275,1305.005,0.435,2.99,114.442,0.867,0.246,0,0,1,42.125,2,2,1," GJB_Rinse",0
18,"    P-3265","   2023/03/07 13:13:20","           2-02",8,4.827,40.629,18596,0,1,"PZ","standard","                 H2O",1678195101.29,0.332,0.837,94.873,0,0,2.258,1304.084,0.677,3.015,115.635,0.864,0.268,0,0,1,41.875,2,2,1," GJB_Rinse",0
19,"    P-3265","   2023/03/07 13:22:17","           2-02",9,4.862,40.726,18614,0,1,"PZ","standard","                 H2O",1678195638.38,0.357,0.7,95.501,0,-0.001,2.266,1303.545,0.893,2.998,115.235,0.867,0.437,0,0,1,41.812,2,2,1," GJB_Rinse",0
20,"    P-3265","   2023/03/07 13:31:14","           2-02",10,4.836,40.81,18576,0,1,"PZ","standard","                 H2O",1678196176.06,0.296,0.734,96.256,0,-0.002,2.273,1302.854,1.328,2.897,113.206,0.877,0.176,0,0,1,41.875,2,2,1," GJB_Rinse",0
21,"    P-3266","   2023/03/07 13:41:03","           2-03",1,-11.965,-91.802,18925,-1,1,"UT2","standard","                 H2O",1678196764.41,0.31,0.949,95.049,0.002,0.015,2.255,1301.28,2.122,3.041,117.392,0.867,0.686,0,0,1,42.062,2,3,1," GJB_Rinse",0
22,"    P-3266","   2023/03/07 13:50:00","           2-03",2,-12.9,-105.127,18407,-1,1,"UT2","standard","                 H2O",1678197300.55,0.309,0.927,96.428,0.002,0.013,2.305,1299.797,2.111,2.906,113.129,0.867,0.456,0,0,1,42.5,2,3,1," GJB_Rinse",0
23,"    P-3266","   2023/03/07 13:58:57","           2-03",3,-13.028,-108.138,18343,-1,1,"UT2","standard","                 H2O",1678197838.13,0.328,0.894,96.072,0.002,0.013,2.268,1299.729,2.346,2.836,110.622,0.867,0.106,0,0,1,42.312,2,3,1," GJB_Rinse",0
24,"    P-3266","   2023/03/07 14:07:54","           2-03",4,-13.109,-109.504,18424,0,1,"UT2","standard","                 H2O",1678198375.3,0.29,0.739,96.916,0.001,0.008,2.287,1299.785,2.374,2.91,112.231,0.872,0.459,0,0,1,42,2,3,1," GJB_Rinse",0
25,"    P-3266","   2023/03/07 14:16:52","           2-03",5,-13.154,-109.858,18576,0,1,"UT2","standard","                 H2O",1678198913.31,0.313,0.785,96.823,0.002,0.009,2.279,1300.686,1.63,2.977,115.736,0.869,0.604,0,0,1,42,2,3,1," GJB_Rinse",0
26,"    P-3266","   2023/03/07 14:25:49","           2-03",6,-13.2,-110.281,18536,0,1,"UT2","standard","                 H2O",1678199450.22,0.327,0.818,96.105,0.003,0.009,2.261,1300.283,1.854,2.921,114.07,0.864,0.342,0,0,1,42,2,3,1," GJB_Rinse",0
27,"    P-3266","   2023/03/07 14:34:46","           2-03",7,-13.235,-110.989,18431,0,1,"UT2","standard","                 H2O",1678199987.82,0.287,0.748,92.835,0.001,0.008,2.184,1299.364,2.38,2.89,111.159,0.869,0.169,0,0,1,42,2,3,1," GJB_Rinse",0
28,"    P-3266","   2023/03/07 14:43:43","           2-03",8,-13.249,-111.065,18297,0,1,"UT2","standard","                 H2O",1678200524.14,0.312,0.71,95.526,0,0.006,2.249,1298.118,1.926,2.904,112.539,0.864,0.424,0,0,1,42,2,3,1," GJB_Rinse",0
29,"    P-3266","   2023/03/07 14:52:40","           2-03",9,-13.242,-111.218,18319,0,1,"UT2","standard","                 H2O",1678201061.43,0.31,0.739,95.686,0.001,0.006,2.259,1298.104,1.85,2.88,112.716,0.867,0.321,0,0,1,42,2,3,1," GJB_Rinse",0
30,"    P-3266","   2023/03/07 15:01:37","           2-03",10,-13.233,-111.312,18206,0,1,"UT2","standard","                 H2O",1678201598.43,0.292,0.832,95.279,0.002,0.007,2.243,1297.293,2.321,2.82,109.989,0.869,0.113,0,0,1,42,2,3,1," GJB_Rinse",0
31,"    P-3267","   2023/03/07 15:11:27","           2-04",1,-7.886,-66.086,18701,-1,1,"EV","standard","                 H2O",1678202188.29,0.307,0.741,95.702,0.001,0.001,2.254,1299.625,1.877,3.029,116.239,0.869,0.557,0,0,1,42.062,2,4,1," GJB_Rinse",0
32,"    P-3267","   2023/03/07 15:20:24","           2-04",2,-7.676,-61.998,18118,-1,1,"EV","standard","                 H2O",1678202724.9,0.32,0.706,93.635,0.001,0.001,2.199,1296.155,1.343,2.911,112.711,0.866,0.472,0,0,1,42.062,2,4,1," GJB_Rinse",0
33,"    P-3267","   2023/03/07 15:29:21","           2-04",3,-7.519,-61.014,18148,-1,1,"EV","standard","                 H2O",1678203262.29,0.291,0.736,94.26,0,-0.001,2.229,1296.389,2.415,2.869,110.091,0.871,0.26,0,0,1,42.062,2,4,1," GJB_Rinse",0
34,"    P-3267","   2023/03/07 15:38:17","           2-04",4,-7.539,-60.647,18072,0,1,"EV","standard","                 H2O",1678203798.2,0.32,0.735,93.07,0.002,0.002,2.202,1295.614,2.201,2.84,110.634,0.87,0.292,0,0,1,41.875,2,4,1," GJB_Rinse",0
35,"    P-3267","   2023/03/07 15:47:15","           2-04",5,-7.572,-60.497,18026,0,1,"EV","standard","                 H2O",1678204336.39,0.309,0.684,94.318,0.001,0.001,2.234,1295.324,2.083,2.874,109.785,0.864,0.293,0,0,1,42.062,2,4,1," GJB_Rinse",0
36,"    P-3267","   2023/03/07 15:56:12","           2-04",6,-7.543,-60.17,18043,0,1,"EV","standard","                 H2O",1678204872.09,0.339,0.684,93.383,0.001,0,2.228,1295.317,1.966,2.865,111.011,0.863,0.387,0,0,1,42.125,2,4,1," GJB_Rinse",0
37,"    P-3267","   2023/03/07 16:05:09","           2-04",7,-7.524,-60.006,18042,0,1,"EV","standard","                 H2O",1678205410.18,0.298,0.78,95.23,0.002,0.004,2.249,1295.426,1.962,2.882,110.509,0.866,0.422,0,0,1,42.125,2,4,1," GJB_Rinse",0
38,"    P-3267","   2023/03/07 16:14:06","           2-04",8,-7.512,-60.122,18034,0,1,"EV","standard","                 H2O",1678205947.88,0.29,0.745,92.749,0.001,0.005,2.207,1295.178,2.119,2.913,110.63,0.87,0.535,0,0,1,42.062,2,4,1," GJB_Rinse",0
39,"    P-3267","   2023/03/07 16:23:04","           2-04",9,-7.558,-60.175,17988,0,1,"EV","standard","                 H2O",1678206484.61,0.307,0.731,93.041,0,0.003,2.208,1294.672,1.552,2.937,112.248,0.867,0.598,0,0,1,42.125,2,4,1," GJB_Rinse",0
40,"    P-3267","   2023/03/07 16:32:01","           2-04",10,-7.567,-59.879,18007,0,1,"EV","standard","                 H2O",1678207022.34,0.318,0.737,94.481,0.001,0.004,2.25,1294.778,1.237,2.891,112.867,0.865,0.533,0,0,1,42.062,2,4,1," GJB_Rinse",0
41,"    P-3268","   2023/03/07 16:41:51","           2-05",1,0.457,-5.221,18459,-1,1,"TALL1-deep-2","23-029","                 H2O",1678207612.94,0.301,0.812,94.434,0,-0.007,2.232,1298.797,1.284,2.961,114.99,0.871,0.463,0,0,1,42,2,5,2," GJB_Rinse",0
42,"    P-3268","   2023/03/07 16:50:48","           2-05",2,0.891,0.693,18550,-1,1,"TALL1-deep-2","23-029","                 H2O",1678208149.79,0.31,0.781,96.872,0,-0.004,2.276,1299.346,1.606,3.02,115.866,0.876,0.686,0,0,1,42.062,2,5,2," GJB_Rinse",0
43,"    P-3268","   2023/03/07 16:59:46","           2-05",3,0.922,2.125,18441,-1,1,"TALL1-deep-2","23-029","                 H2O",1678208686.52,0.318,0.704,94.516,0.001,-0.003,2.255,1299.115,0.986,2.952,113.798,0.868,0.145,0,0,1,42.188,2,5,2," GJB_Rinse",0
44,"    P-3268","   2023/03/07 17:08:42","           2-05",4,0.947,2.391,18440,0,1,"TALL1-deep-2","23-029","                 H2O",1678209222.48,0.301,0.734,89.686,0,-0.003,2.161,1298.966,0.898,2.973,115.313,0.865,0.525,0,0,1,42.125,2,5,2," GJB_Rinse",0
45,"    P-3269","   2023/03/07 17:18:33","           2-06",1,1.578,7.245,18363,-1,1,"TALL1-1020-3","23-029","                 H2O",1678209814.11,0.356,0.71,97.252,0.001,0,2.31,1297.381,1.386,2.999,113.899,0.876,0.584,0,0,1,42.25,2,6,2," GJB_Rinse",0
46,"    P-3269","   2023/03/07 17:27:30","           2-06",2,1.605,7.616,18325,-1,1,"TALL1-1020-3","23-029","                 H2O",1678210352.21,0.307,0.723,97.391,0,0,2.297,1297.471,1.574,2.938,112.59,0.868,0.317,0,0,1,42.25,2,6,2," GJB_Rinse",0
47,"    P-3269","   2023/03/07 17:36:27","           2-06",3,1.631,7.963,18163,-1,1,"TALL1-1020-3","23-029","                 H2O",1678210889.34,0.326,0.773,94.656,0,-0.001,2.232,1296.318,0.69,2.949,113.68,0.873,0.347,0,0,1,42.188,2,6,2," GJB_Rinse",0
48,"    P-3269","   2023/03/07 17:45:25","           2-06",4,1.595,8.175,18194,0,1,"TALL1-1020-3","23-029","                 H2O",1678211425.99,0.324,0.688,96.403,0.001,0,2.279,1296.57,1.183,2.884,112.015,0.876,0.141,0,0,1,42.25,2,6,2," GJB_Rinse",0
49,"    P-3270","   2023/03/07 17:55:16","           2-07",1,3.126,7.942,18076,-1,1,"TALL1-D-5","23-029","                 H2O",1678212017.52,0.348,0.975,94.314,-0.001,0.002,2.238,1752.916,-18.163,2.895,111.904,0.872,-0.82,0,0,1,42.188,2,7,2," GJB_Rinse",0
50,"    P-3270","   2023/03/07 18:04:13","           2-07",2,3.085,7.461,17437,-1,1,"TALL1-D-5","23-029","                 H2O",1678212554.43,0.352,1.058,92.643,0,-0.001,2.207,1738.497,-17.468,2.795,107.239,0.869,-1.013,0,0,1,42.25,2,7,2," GJB_Rinse",0
51,"    P-3270","   2023/03/07 18:13:10","           2-07",3,3.15,7.649,17500,-1,1,"TALL1-D-5","23-029","                 H2O",1678213090.94,0.407,0.89,89.46,0.001,0.002,2.151,1742.108,-17.559,2.794,107.27,0.87,-0.988,0,0,1,42.125,2,7,2," GJB_Rinse",0
52,"    P-3270","   2023/03/07 18:22:07","           2-07",4,3.079,7.509,17577,0,1,"TALL1-D-5","23-029","                 H2O",1678213627.34,0.374,1.028,93.658,0.001,0.003,2.241,1745.435,-18.238,2.855,108.598,0.87,-0.967,0,0,1,42.125,2,7,2," GJB_Rinse",0
53,"    P-3271","   2023/03/07 18:31:54","           2-08",1,2.962,8.73,17360,-1,1,"TALL1-A-4","23-029","                 H2O",1678214215.2,0.367,0.933,92.984,-0.001,0.001,2.2,1687.273,-16.39,2.802,106.787,0.865,-1.233,0,0,1,42.188,2,8,2," GJB_Rinse",0
54,"    P-3271","   2023/03/07 18:40:51","           2-08",2,2.914,8.955,17971,-1,1,"TALL1-A-4","23-029","                 H2O",1678214752.24,0.362,0.882,91.934,0.003,0,2.179,1705.327,-17.418,2.902,111.999,0.873,-0.992,0,0,1,42.125,2,8,2," GJB_Rinse",0
55,"    P-3271","   2023/03/07 18:49:48","           2-08",3,2.952,9.34,17842,-1,1,"TALL1-A-4","23-029","                 H2O",1678215289.34,0.346,0.905,94.643,0.001,0.004,2.242,1701.392,-16.529,2.839,109.425,0.873,-1.252,0,0,1,42.188,2,8,2," GJB_Rinse",0
56,"    P-3271","   2023/03/07 18:58:45","           2-08",4,2.934,9.022,17906,0,1,"TALL1-A-4","23-029","                 H2O",1678215826.22,0.368,1.01,92.881,0.001,0,2.213,1703.171,-17.135,2.897,111.451,0.87,-1.253,0,0,1,42.125,2,8,2," GJB_Rinse",0
57,"    P-3272","   2023/03/07 19:08:33","           2-09",1,2.04,8.1,18691,-1,1,"TALL1-C-4","23-029","                 H2O",1678216414.23,0.334,0.762,94.164,0.001,0.002,2.242,1311.233,0.223,3.022,116.11,0.864,0.196,0,0,1,42.125,2,9,2," GJB_Rinse",0
58,"    P-3272","   2023/03/07 19:17:31","           2-09",2,2.002,7.715,18017,-1,1,"TALL1-C-4","23-029","                 H2O",1678216952.02,0.321,0.64,94.222,0.001,0.002,2.226,1300.789,1.177,2.875,111.271,0.867,0.4,0,0,1,42,2,9,2," GJB_Rinse",0
59,"    P-3272","   2023/03/07 19:26:28","           2-09",3,2.076,7.63,18017,-1,1,"TALL1-C-4","23-029","                 H2O",1678217489.69,0.328,0.733,94.127,0.002,0.002,2.218,1300.275,0.798,2.832,109.922,0.868,-0.166,0,0,1,42,2,9,2," GJB_Rinse",0
60,"    P-3272","   2023/03/07 19:35:25","           2-09",4,2.092,7.636,18119,0,1,"TALL1-C-4","23-029","                 H2O",1678218027.15,0.306,0.742,93.671,-0.001,0.001,2.203,1300.205,0.967,2.919,112.818,0.87,0.398,0,0,1,42,2,9,2," GJB_Rinse",0
61,"    P-3273","   2023/03/07 19:45:14","           2-10",1,0.999,0.972,18260,-1,1,"TALL1-1020-1","23-029","                 H2O",1678218615.6,0.309,0.721,95.859,0.001,0.004,2.261,1297.408,1.358,2.904,112.343,0.877,0.24,0,0,1,42,2,10,2," GJB_Rinse",0
62,"    P-3273","   2023/03/07 19:54:11","           2-10",2,0.954,0.457,18496,-1,1,"TALL1-1020-1","23-029","                 H2O",1678219152.13,0.31,0.828,95.254,0.001,0.004,2.26,1299.089,1.061,2.964,114.648,0.867,0.292,0,0,1,42,2,10,2," GJB_Rinse",0
63,"    P-3273","   2023/03/07 20:03:08","           2-10",3,0.906,0.009,17953,-1,1,"TALL1-1020-1","23-029","                 H2O",1678219689.13,0.337,0.699,93.469,0,0,2.217,1295.228,0.609,2.908,112.15,0.868,0.302,0,0,1,42.062,2,10,2," GJB_Rinse",0
64,"    P-3273","   2023/03/07 20:12:05","           2-10",4,0.906,-0.07,18134,0,1,"TALL1-1020-1","23-029","                 H2O",1678220227.18,0.302,0.741,91.667,0.001,0,2.164,1296.593,1.057,2.909,112.019,0.871,0.339,0,0,1,41.938,2,10,2," GJB_Rinse",0
65,"    P-3274","   2023/03/07 20:21:55","           2-11",1,1.995,8.915,17699,-1,1,"TALL1-C-2","23-029","                 H2O",1678220816.17,0.385,1.115,94.365,0.001,0.003,2.218,1918.981,-21.879,2.868,106.52,0.871,-0.249,0,0,1,41.938,2,11,2," GJB_Rinse",0
66,"    P-3274","   2023/03/07 20:30:52","           2-11",2,2.015,9.584,17674,-1,1,"TALL1-C-2","23-029","                 H2O",1678221353.37,0.38,1.089,92.81,0.003,0.003,2.203,1927.029,-22.361,2.833,106.245,0.872,-0.385,0,0,1,41.875,2,11,2," GJB_Rinse",0
67,"    P-3274","   2023/03/07 20:39:49","           2-11",3,2.018,9.396,17244,-1,1,"TALL1-C-2","23-029","                 H2O",1678221891.35,0.41,1.099,92.546,0.001,0.001,2.2,1909.453,-21.912,2.865,105.502,0.871,0.089,0,0,1,41.875,2,11,2," GJB_Rinse",0
68,"    P-3274","   2023/03/07 20:48:46","           2-11",4,2.013,9.707,17674,0,1,"TALL1-C-2","23-029","                 H2O",1678222427.34,0.392,1.033,92.46,0.001,0.004,2.203,1929.476,-22.047,2.853,105.362,0.868,-0.335,0,0,1,41.938,2,11,2," GJB_Rinse",0
69,"    P-3275","   2023/03/07 20:58:35","           2-12",1,1.825,2.084,18258,-1,1,"TALL1-D-1","23-029","                 H2O",1678223016.75,0.343,1.025,95.247,0.001,0.004,2.237,1783.291,-17.618,2.915,110.806,0.874,-0.332,0,0,1,41.875,2,12,2," GJB_Rinse",0
70,"    P-3275","   2023/03/07 21:07:32","           2-12",2,1.673,0.656,17727,-1,1,"TALL1-D-1","23-029","                 H2O",1678223553.38,0.355,0.935,94.078,0.001,0.003,2.223,1762.972,-17.356,2.92,109.585,0.866,-0.254,0,0,1,41.938,2,12,2," GJB_Rinse",0
71,"    P-3275","   2023/03/07 21:16:29","           2-12",3,1.677,0.35,17656,-1,1,"TALL1-D-1","23-029","                 H2O",1678224090,0.388,0.978,93.12,0.001,0.001,2.204,1761.46,-16.569,2.775,104.799,0.874,-0.744,0,0,1,41.875,2,12,2," GJB_Rinse",0
72,"    P-3275","   2023/03/07 21:25:26","           2-12",4,1.724,0.616,17853,0,1,"TALL1-D-1","23-029","                 H2O",1678224627.6,0.378,0.969,91.897,0.002,0.005,2.184,1767.718,-17.103,2.864,108.819,0.866,-0.408,0,0,1,41.875,2,12,2," GJB_Rinse",0
73,"    P-3276","   2023/03/07 21:35:16","           2-13",1,-6.789,-50.909,18550,-1,1,"EV","standard","                 H2O",1678225217.21,0.309,0.829,93.548,0.002,0.009,2.21,1307.998,1.705,2.958,114.058,0.866,0.453,0,0,1,41.875,2,13,2," GJB_Rinse",0
74,"    P-3276","   2023/03/07 21:44:13","           2-13",2,-7.291,-56.416,18059,-1,1,"EV","standard","                 H2O",1678225754.2,0.278,0.807,94.42,0.001,0.007,2.236,1298.388,1.875,2.841,111.861,0.865,0.559,0,0,1,41.812,2,13,2," GJB_Rinse",0
75,"    P-3276","   2023/03/07 21:53:10","           2-13",3,-7.337,-57.894,18075,-1,1,"EV","standard","                 H2O",1678226290.38,0.32,0.816,92.534,0.002,0.007,2.19,1297.32,1.801,2.879,112.119,0.865,0.531,0,0,1,41.812,2,13,2," GJB_Rinse",0
76,"    P-3276","   2023/03/07 22:02:06","           2-13",4,-7.401,-58.199,18037,0,1,"EV","standard","                 H2O",1678226828.06,0.311,0.805,95.368,0.003,0.009,2.254,1296.47,1.722,2.884,111.558,0.866,0.479,0,0,1,41.688,2,13,2," GJB_Rinse",0
77,"    P-3277","   2023/03/07 22:11:56","           2-14",1,0.923,2.643,18268,-1,1,"TALL1-1020-2","23-029","                 H2O",1678227418.45,0.333,0.755,93.565,0,-0.003,2.206,1297.431,1.116,2.991,114.725,0.863,0.605,0,0,1,41.688,2,14,2," GJB_Rinse",0
78,"    P-3277","   2023/03/07 22:20:54","           2-14",2,1.421,8.981,18181,-1,1,"TALL1-1020-2","23-029","                 H2O",1678227955.48,0.316,0.776,94.609,0.001,0,2.239,1297.044,1.46,2.977,112.166,0.87,0.485,0,0,1,41.625,2,14,2," GJB_Rinse",0
79,"    P-3277","   2023/03/07 22:29:51","           2-14",3,1.46,10.063,18114,-1,1,"TALL1-1020-2","23-029","                 H2O",1678228491.94,0.333,0.792,96.598,0.001,0.003,2.281,1296.595,0.799,2.927,112.232,0.867,0.343,0,0,1,41.625,2,14,2," GJB_Rinse",0
80,"    P-3277","   2023/03/07 22:38:47","           2-14",4,1.501,10.793,18248,0,1,"TALL1-1020-2","23-029","                 H2O",1678229029.12,0.295,0.738,93.913,0,0.001,2.221,1297.769,1.357,2.857,110.708,0.865,-0.069,0,0,1,41.562,2,14,2," GJB_Rinse",0
81,"    P-3278","   2023/03/07 22:48:35","           2-15",1,1.095,1.613,17778,-1,1,"TALL1-C-5","23-029","                 H2O",1678229615.66,0.355,0.992,92.96,0.001,0.003,2.196,1782.219,-16.856,2.862,106.841,0.871,-0.151,0,0,1,41.562,2,15,2," GJB_Rinse",0
82,"    P-3278","   2023/03/07 22:57:31","           2-15",2,1.154,1.165,17917,-1,1,"TALL1-C-5","23-029","                 H2O",1678230151.91,0.339,0.932,93.63,0,0,2.232,1794.496,-16.99,2.852,108.824,0.874,0.036,0,0,1,41.5,2,15,2," GJB_Rinse",0
83,"    P-3278","   2023/03/07 23:06:28","           2-15",3,1.064,0.771,17525,-1,1,"TALL1-C-5","23-029","                 H2O",1678230690.1,0.389,1.099,94.476,0.003,0.004,2.234,1781.92,-16.23,2.758,103.436,0.87,-0.324,0,0,1,41.312,2,15,2," GJB_Rinse",0
84,"    P-3278","   2023/03/07 23:15:25","           2-15",4,1.173,1.1,17822,0,1,"TALL1-C-5","23-029","                 H2O",1678231226.4,0.395,0.941,93.264,0.001,0.002,2.208,1792.693,-17.421,2.856,106.786,0.87,-0.321,0,0,1,41.375,2,15,2," GJB_Rinse",0
85,"    P-3279","   2023/03/07 23:25:12","           2-16",1,2.12,2.319,17937,-1,1,"TALL1-D-4","23-029","                 H2O",1678231813.99,0.377,0.843,91.804,0.001,0.004,2.168,1661.362,-14.654,2.878,111.49,0.865,-0.75,0,0,1,41.438,2,16,2," GJB_Rinse",0
86,"    P-3279","   2023/03/07 23:34:09","           2-16",2,2.131,2.343,17883,-1,1,"TALL1-D-4","23-029","                 H2O",1678232349.52,0.349,0.849,91.131,0,-0.003,2.182,1659.191,-14.782,2.843,110.405,0.864,-0.815,0,0,1,41.438,2,16,2," GJB_Rinse",0
87,"    P-3279","   2023/03/07 23:43:06","           2-16",3,2.109,2.119,17805,-1,1,"TALL1-D-4","23-029","                 H2O",1678232886.63,0.342,0.945,94.166,0.001,0.002,2.243,1656.317,-14.104,2.853,110.167,0.863,-0.865,0,0,1,41.312,2,16,2," GJB_Rinse",0
88,"    P-3279","   2023/03/07 23:52:03","           2-16",4,2.11,2.208,17673,0,1,"TALL1-D-4","23-029","                 H2O",1678233424.45,0.353,0.889,92.198,0.002,0.005,2.175,1652.23,-14.661,2.822,109.608,0.867,-0.717,0,0,1,41.312,2,16,2," GJB_Rinse",0
89,"    P-3280","   2023/03/08 00:01:51","           2-17",1,1.687,5.723,18101,-1,1,"TALL1-C-3","23-029","                 H2O",1678234012.49,0.312,1.07,95.313,0.001,0.006,2.252,1835.476,-18.606,2.909,109.783,0.866,-0.021,0,0,1,41.375,2,17,2," GJB_Rinse",0
90,"    P-3280","   2023/03/08 00:10:48","           2-17",2,1.695,6.154,17802,-1,1,"TALL1-C-3","23-029","                 H2O",1678234549,0.366,1.001,93.462,-0.001,-0.002,2.226,1826.32,-18.31,2.845,106.216,0.868,-0.299,0,0,1,41.375,2,17,2," GJB_Rinse",0
91,"    P-3280","   2023/03/08 00:19:44","           2-17",3,1.697,6.261,17813,-1,1,"TALL1-C-3","23-029","                 H2O",1678235085.8,0.407,1.031,89.848,0.001,0,2.126,1827.047,-18.869,2.884,107.555,0.869,-0.346,0,0,1,41.062,2,17,2," GJB_Rinse",0
92,"    P-3280","   2023/03/08 00:28:41","           2-17",4,1.67,6.159,17764,0,1,"TALL1-C-3","23-029","                 H2O",1678235622.96,0.349,0.981,93.881,0,0.004,2.217,1825.368,-18.718,2.86,107.524,0.867,-0.382,0,0,1,41.188,2,17,2," GJB_Rinse",0
