"Line","Analysis","Time.Code","Port","Inj.Nr","d.18_16.Mean","d.D_H.Mean","H2O_Mean","Ignore","Good","Identifier.1","Identifier.2","Gas.Configuration","Timestamp.Mean","d.18_16._SD","d.D_H._SD","H2O_SD","d.18_16._Sl","d.D_H._Sl","H2O_Sl","baseline_shift","slope_shift","residuals","baseline_curvature","interval","ch4_ppm","h16od_adjust","h16od_shift","n2_flag","DAS.Temp","Tray","Sample","Job","Method","Error.Code"
11,"   P-21683","   2022/10/07 12:57:07","           1-02",1,2.142,8.181,12350,-1,1,"PZ","standard","                 H2O",1665169332.67,0.192,0.833,57.106,0,-0.002,1.41,57.581,28.377,2.223,64.362,0.856,-1.141,0,0,1,41.938,1,2,1," GJB_Rinse",0
12,"   P-21683","   2022/10/07 13:06:03","           1-02",2,2.677,15.435,12282,-1,1,"PZ","standard","                 H2O",1665169868.45,0.214,0.955,56.597,0,-0.007,1.391,59,27.939,2.209,63.992,0.856,-1.128,0,0,1,41.938,1,2,1," GJB_Rinse",0
13,"   P-21683","   2022/10/07 13:14:59","           1-02",3,2.746,17.44,12535,-1,1,"PZ","standard","                 H2O",1665170404.75,0.207,0.866,62.19,0.001,-0.007,1.533,59.449,28.796,2.258,65.859,0.856,-1.189,0,0,1,41.938,1,2,1," GJB_Rinse",0
14,"   P-21683","   2022/10/07 13:23:56","           1-02",4,2.821,18.302,12494,0,1,"PZ","standard","                 H2O",1665170942.18,0.204,0.919,59.271,0,-0.006,1.465,59.151,28.689,2.25,65.319,0.856,-1.065,0,0,1,42.062,1,2,1," GJB_Rinse",0
15,"   P-21683","   2022/10/07 13:32:54","           1-02",5,2.829,19.054,12463,0,1,"PZ","standard","                 H2O",1665171479.34,0.189,0.814,58.6,0,-0.006,1.437,58.921,28.263,2.259,66.592,0.856,-1.032,0,0,1,42.062,1,2,1," GJB_Rinse",0
16,"   P-21683","   2022/10/07 13:41:49","           1-02",6,2.797,19.036,12527,0,1,"PZ","standard","                 H2O",1665172014.93,0.228,0.896,64.415,0.001,-0.003,1.583,58.859,28.431,2.277,66.746,0.856,-0.903,0,0,1,42.062,1,2,1," GJB_Rinse",0
17,"   P-21683","   2022/10/07 13:50:46","           1-02",7,2.911,19.377,12281,0,1,"PZ","standard","                 H2O",1665172551.7,0.194,0.779,63.685,0.001,-0.003,1.578,58.312,28.093,2.226,63.913,0.855,-1.201,0,0,1,42.125,1,2,1," GJB_Rinse",0
18,"   P-21683","   2022/10/07 13:59:43","           1-02",8,2.87,19.698,12416,0,1,"PZ","standard","                 H2O",1665173087.97,0.196,0.787,62.45,0.001,-0.001,1.544,58.299,27.955,2.252,66.527,0.855,-0.867,0,0,1,42.188,1,2,1," GJB_Rinse",0
19,"   P-21683","   2022/10/07 14:08:40","           1-02",9,2.823,19.506,12309,0,1,"PZ","standard","                 H2O",1665173625.2,0.187,0.813,63.135,0.001,-0.003,1.566,57.954,28.523,2.247,63.568,0.857,-1.12,0,0,1,42.188,1,2,1," GJB_Rinse",0
20,"   P-21683","   2022/10/07 14:17:36","           1-02",10,2.94,19.91,12362,0,1,"PZ","standard","                 H2O",1665174161.41,0.192,0.927,60.142,0,-0.002,1.488,58.051,28.146,2.242,65.599,0.855,-0.982,0,0,1,42.125,1,2,1," GJB_Rinse",0
21,"   P-21684","   2022/10/07 14:27:24","           1-03",1,-13.658,-95.117,12644,-1,1,"UT2","standard","                 H2O",1665174749.75,0.203,0.873,63.793,0.002,-0.003,1.569,58.068,29.275,2.096,60.728,0.855,-1.31,0,0,1,42.25,1,3,1," GJB_Rinse",0
22,"   P-21684","   2022/10/07 14:36:21","           1-03",2,-14.355,-105.62,12188,-1,1,"UT2","standard","                 H2O",1665175286.8,0.208,0.808,63.335,0.002,0.006,1.567,57.392,27.496,2.026,61.245,0.855,-0.874,0,0,1,42.188,1,3,1," GJB_Rinse",0
23,"   P-21684","   2022/10/07 14:45:17","           1-03",3,-14.507,-108.421,12429,-1,1,"UT2","standard","                 H2O",1665175822.49,0.204,0.844,59.481,0.001,0.004,1.469,58.015,28.151,2.063,61.639,0.856,-0.947,0,0,1,42.125,1,3,1," GJB_Rinse",0
24,"   P-21684","   2022/10/07 14:54:14","           1-03",4,-14.551,-109.216,12283,0,1,"UT2","standard","                 H2O",1665176359.29,0.216,0.742,64.3,0.001,0.007,1.586,57.563,27.68,2.031,61.89,0.856,-0.847,0,0,1,42.125,1,3,1," GJB_Rinse",0
25,"   P-21684","   2022/10/07 15:03:10","           1-03",5,-14.538,-109.954,12290,0,1,"UT2","standard","                 H2O",1665176896.36,0.221,0.778,61.204,0.002,0.005,1.513,57.731,28.197,2.023,59.866,0.856,-1.182,0,0,1,42.188,1,3,1," GJB_Rinse",0
26,"   P-21684","   2022/10/07 15:12:07","           1-03",6,-14.588,-110.441,12257,0,1,"UT2","standard","                 H2O",1665177432.91,0.196,0.843,61.14,0.001,0.006,1.507,57.455,27.746,2.025,61.088,0.856,-0.935,0,0,1,42.188,1,3,1," GJB_Rinse",0
27,"   P-21684","   2022/10/07 15:21:04","           1-03",7,-14.642,-111.112,12229,0,1,"UT2","standard","                 H2O",1665177969.37,0.205,0.761,61.08,0.002,0.002,1.517,57.321,27.82,2.012,60.843,0.856,-1.003,0,0,1,42.25,1,3,1," GJB_Rinse",0
28,"   P-21684","   2022/10/07 15:30:00","           1-03",8,-14.669,-111.208,12230,0,1,"UT2","standard","                 H2O",1665178506.13,0.211,0.78,62.172,0.001,0.002,1.538,57.451,27.578,2.011,60.116,0.856,-1.031,0,0,1,42.188,1,3,1," GJB_Rinse",0
29,"   P-21684","   2022/10/07 15:38:55","           1-03",9,-14.723,-111.403,12215,0,1,"UT2","standard","                 H2O",1665179040.65,0.213,0.7,62.545,0.002,0.004,1.556,57.267,27.281,2.023,61.94,0.856,-0.864,0,0,1,42.188,1,3,1," GJB_Rinse",0
30,"   P-21684","   2022/10/07 15:47:52","           1-03",10,-14.674,-111.419,12202,0,1,"UT2","standard","                 H2O",1665179577.62,0.205,0.819,58.862,0.001,0.004,1.458,57.139,27.566,2.01,61.153,0.856,-0.933,0,0,1,42.125,1,3,1," GJB_Rinse",0
31,"   P-21685","   2022/10/07 15:57:40","           1-04",1,-9.437,-72.596,12734,-1,1,"EV","standard","                 H2O",1665180166.13,0.204,0.769,62.482,0.001,0.001,1.533,58.145,29.333,2.145,62.812,0.856,-1.181,0,0,1,42.125,1,4,1," GJB_Rinse",0
32,"   P-21685","   2022/10/07 16:06:36","           1-04",2,-9.185,-68.898,12448,-1,1,"EV","standard","                 H2O",1665180701.42,0.189,0.72,59.216,0,-0.002,1.455,57.452,28.093,2.122,64.364,0.856,-0.815,0,0,1,42.25,1,4,1," GJB_Rinse",0
33,"   P-21685","   2022/10/07 16:15:32","           1-04",3,-9.132,-68.069,12389,-1,1,"EV","standard","                 H2O",1665181238.29,0.214,0.734,64.237,0.001,0.001,1.59,57.411,28.312,2.115,63.025,0.855,-1.04,0,0,1,42.188,1,4,1," GJB_Rinse",0
34,"   P-21685","   2022/10/07 16:24:28","           1-04",4,-9.096,-67.617,12285,0,1,"EV","standard","                 H2O",1665181773.64,0.2,0.768,60.884,0.001,-0.001,1.498,57.15,27.915,2.099,62.62,0.855,-0.884,0,0,1,42.25,1,4,1," GJB_Rinse",0
35,"   P-21685","   2022/10/07 16:33:25","           1-04",5,-9.106,-67.61,12345,0,1,"EV","standard","                 H2O",1665182310.63,0.207,0.774,60.405,0.001,0,1.495,57.292,28.248,2.107,62.664,0.856,-1.018,0,0,1,42.375,1,4,1," GJB_Rinse",0
36,"   P-21685","   2022/10/07 16:42:21","           1-04",6,-9.12,-67.624,12311,0,1,"EV","standard","                 H2O",1665182846.31,0.195,0.789,61.334,0,0.001,1.516,57.179,28.315,2.097,62.012,0.856,-1.089,0,0,1,42.375,1,4,1," GJB_Rinse",0
37,"   P-21685","   2022/10/07 16:51:17","           1-04",7,-9.075,-67.183,12288,0,1,"EV","standard","                 H2O",1665183382.97,0.196,0.825,61.654,0.001,0.001,1.522,57.13,28.215,2.09,62.032,0.856,-1.069,0,0,1,42.312,1,4,1," GJB_Rinse",0
38,"   P-21685","   2022/10/07 17:00:14","           1-04",8,-9.084,-67.305,12410,0,1,"EV","standard","                 H2O",1665183919.46,0.195,0.826,58.519,0.001,-0.001,1.441,57.428,28.111,2.124,63.179,0.855,-0.969,0,0,1,42.312,1,4,1," GJB_Rinse",0
39,"   P-21685","   2022/10/07 17:09:10","           1-04",9,-9.135,-67.235,12168,0,1,"EV","standard","                 H2O",1665184456.02,0.185,0.825,60.53,0,0.003,1.496,56.89,27.345,2.081,62.922,0.856,-0.903,0,0,1,42.312,1,4,1," GJB_Rinse",0
40,"   P-21685","   2022/10/07 17:18:07","           1-04",10,-9.114,-67.236,12311,0,1,"EV","standard","                 H2O",1665184992.34,0.21,0.828,65.083,0.001,0.003,1.62,57.221,27.901,2.092,62.269,0.856,-0.911,0,0,1,42.312,1,4,1," GJB_Rinse",0
41,"   P-21686","   2022/10/07 17:27:56","           1-05",1,-15.968,-113.568,12178,-1,1,"EBC 37","22-231","                 H2O",1665185581.53,0.175,0.749,60.118,0.001,0.003,1.494,56.953,27.547,2.004,60.133,0.856,-1.044,0,0,1,42.312,1,5,2," GJB_Rinse",0
42,"   P-21686","   2022/10/07 17:36:52","           1-05",2,-16.257,-117.841,12030,-1,1,"EBC 37","22-231","                 H2O",1665186117.94,0.208,0.798,60.27,0.002,0.007,1.5,56.577,27.184,1.989,59.851,0.856,-0.902,0,0,1,42.312,1,5,2," GJB_Rinse",0
43,"   P-21686","   2022/10/07 17:45:49","           1-05",3,-16.246,-118.664,11797,-1,1,"EBC 37","22-231","                 H2O",1665186654.6,0.196,0.807,59.022,0.001,0.003,1.462,56.141,26.278,1.951,59.91,0.855,-0.894,0,0,1,42.25,1,5,2," GJB_Rinse",0
44,"   P-21686","   2022/10/07 17:54:45","           1-05",4,-16.346,-119.591,11806,0,1,"EBC 37","22-231","                 H2O",1665187191.28,0.209,0.828,59.728,0.001,0.006,1.486,56.22,26.158,1.941,59.657,0.855,-0.887,0,0,1,42.188,1,5,2," GJB_Rinse",0
45,"   P-21687","   2022/10/07 18:04:35","           1-06",1,-17.223,-125.631,12327,-1,1,"EBC 35","22-231","                 H2O",1665187780.32,0.202,0.763,61.119,0.001,0.006,1.513,57.232,27.911,2.008,61.384,0.856,-0.993,0,0,1,42,1,6,2," GJB_Rinse",0
46,"   P-21687","   2022/10/07 18:13:31","           1-06",2,-17.218,-126.28,12319,-1,1,"EBC 35","22-231","                 H2O",1665188316.97,0.193,0.733,58.912,0,0.003,1.464,57.233,27.912,2.005,60.286,0.856,-0.977,0,0,1,41.938,1,6,2," GJB_Rinse",0
47,"   P-21687","   2022/10/07 18:22:27","           1-06",3,-17.288,-126.511,12330,-1,1,"EBC 35","22-231","                 H2O",1665188852.89,0.196,0.803,61.589,0.002,0.005,1.514,57.335,28.145,2.015,59.975,0.856,-1.138,0,0,1,41.875,1,6,2," GJB_Rinse",0
48,"   P-21687","   2022/10/07 18:31:24","           1-06",4,-17.241,-126.683,12449,0,1,"EBC 35","22-231","                 H2O",1665189389.82,0.194,0.702,64.47,0.002,0.004,1.595,57.433,28.204,2.028,61.992,0.855,-0.851,0,0,1,41.875,1,6,2," GJB_Rinse",0
49,"   P-21688","   2022/10/07 18:41:14","           1-07",1,-3.092,-38.445,12744,-1,1,"OSBS3-D-2","22-041","                 H2O",1665189979.29,0.214,0.918,61.139,0,0.004,1.506,221.746,23.966,2.26,63.12,0.857,-1.136,0,0,1,41.938,1,7,2," GJB_Rinse",0
50,"   P-21688","   2022/10/07 18:50:10","           1-07",2,-2.543,-30.182,12275,-1,1,"OSBS3-D-2","22-041","                 H2O",1665190515.75,0.205,0.823,59.008,0,-0.001,1.469,216.264,22.779,2.193,60.636,0.856,-1.277,0,0,1,41.938,1,7,2," GJB_Rinse",0
51,"   P-21688","   2022/10/07 18:59:07","           1-07",3,-2.405,-28.046,12330,-1,1,"OSBS3-D-2","22-041","                 H2O",1665191052.63,0.214,0.832,61.683,0,-0.001,1.518,217.193,23.148,2.214,60.304,0.856,-1.243,0,0,1,42,1,7,2," GJB_Rinse",0
52,"   P-21688","   2022/10/07 19:08:03","           1-07",4,-2.35,-27.296,12256,0,1,"OSBS3-D-2","22-041","                 H2O",1665191588.45,0.202,0.802,59.127,0,-0.002,1.468,216.519,22.915,2.189,60.845,0.857,-1.193,0,0,1,42,1,7,2," GJB_Rinse",0
53,"   P-21689","   2022/10/07 19:17:50","           1-08",1,-2.541,-30.574,12681,-1,1,"OSBS3-C-2","22-041","                 H2O",1665192175.25,0.194,0.75,66.437,0,-0.002,1.643,62.233,29.077,2.227,64.698,0.856,-1.105,0,0,1,42,1,8,2," GJB_Rinse",0
54,"   P-21689","   2022/10/07 19:26:46","           1-08",2,-2.56,-30.541,12251,-1,1,"OSBS3-C-2","22-041","                 H2O",1665192711.21,0.213,0.841,63.924,0.002,-0.002,1.575,60.08,27.649,2.154,62.884,0.856,-1.101,0,0,1,42,1,8,2," GJB_Rinse",0
55,"   P-21689","   2022/10/07 19:35:42","           1-08",3,-2.572,-30.572,12218,-1,1,"OSBS3-C-2","22-041","                 H2O",1665193247.33,0.189,0.814,62.704,0.001,-0.002,1.562,59.698,27.577,2.152,63.226,0.856,-1.08,0,0,1,41.875,1,8,2," GJB_Rinse",0
56,"   P-21689","   2022/10/07 19:44:38","           1-08",4,-2.542,-30.28,12062,0,1,"OSBS3-C-2","22-041","                 H2O",1665193784.3,0.195,0.869,58.189,0.001,-0.003,1.441,59.248,27.139,2.128,62.523,0.856,-1.093,0,0,1,41.812,1,8,2," GJB_Rinse",0
57,"   P-21690","   2022/10/07 19:54:26","           1-09",1,-2.855,-30.839,12531,-1,1,"OSBS3-A-5","22-041","                 H2O",1665194371.35,0.192,0.755,59.785,0.001,-0.003,1.467,61.802,27.912,2.249,64.316,0.856,-1.466,0,0,1,41.812,1,9,2," GJB_Rinse",0
58,"   P-21690","   2022/10/07 20:03:22","           1-09",2,-2.912,-30.561,12291,-1,1,"OSBS3-A-5","22-041","                 H2O",1665194907.33,0.201,0.85,61.555,0.001,0.005,1.522,61.178,26.952,2.224,64.569,0.856,-1.298,0,0,1,41.812,1,9,2," GJB_Rinse",0
59,"   P-21690","   2022/10/07 20:12:18","           1-09",3,-2.896,-30.515,12268,-1,1,"OSBS3-A-5","22-041","                 H2O",1665195443.39,0.202,0.839,60.96,0,0,1.515,61.076,27.343,2.207,63.592,0.856,-1.465,0,0,1,41.938,1,9,2," GJB_Rinse",0
60,"   P-21690","   2022/10/07 20:21:14","           1-09",4,-2.884,-30.221,12238,0,1,"OSBS3-A-5","22-041","                 H2O",1665195979.83,0.207,0.835,62.86,0,0.002,1.553,61.055,27.03,2.197,63.769,0.856,-1.425,0,0,1,42,1,9,2," GJB_Rinse",0
61,"   P-21691","   2022/10/07 20:31:01","           1-10",1,-2.642,-28.321,12516,-1,1,"OSBS3-A-2","22-041","                 H2O",1665196566.16,0.204,0.728,62.322,0.001,0,1.54,113.44,25.884,2.304,63.911,0.856,-1.766,0,0,1,42.062,1,10,2," GJB_Rinse",0
62,"   P-21691","   2022/10/07 20:39:57","           1-10",2,-2.66,-28.299,12333,-1,1,"OSBS3-A-2","22-041","                 H2O",1665197102.57,0.204,0.759,61.762,0,-0.002,1.527,112.943,25.246,2.267,62.86,0.856,-1.845,0,0,1,42,1,10,2," GJB_Rinse",0
63,"   P-21691","   2022/10/07 20:48:54","           1-10",3,-2.621,-28.057,11997,-1,1,"OSBS3-A-2","22-041","                 H2O",1665197639.65,0.224,0.922,57.519,0,-0.002,1.426,110.907,24.678,2.204,60.248,0.856,-1.828,0,0,1,42,1,10,2," GJB_Rinse",0
64,"   P-21691","   2022/10/07 20:57:50","           1-10",4,-2.613,-27.854,12400,0,1,"OSBS3-A-2","22-041","                 H2O",1665198176,0.199,0.812,64.094,0.001,-0.004,1.586,113.238,25.701,2.285,63.145,0.856,-1.755,0,0,1,42.062,1,10,2," GJB_Rinse",0
65,"   P-21692","   2022/10/07 21:07:38","           1-11",1,-0.83,-22.06,11835,-1,1,"OSBS3-E-1","22-041","                 H2O",1665198764.15,0.203,0.858,63.51,0.001,0.002,1.58,75.046,25.33,2.195,61.5,0.856,-1.507,0,0,1,42.125,1,11,2," GJB_Rinse",0
66,"   P-21692","   2022/10/07 21:16:35","           1-11",2,-0.734,-21.327,12189,-1,1,"OSBS3-E-1","22-041","                 H2O",1665199300.79,0.202,0.835,60.78,0,0,1.509,76.28,26.12,2.235,62.972,0.855,-1.67,0,0,1,42.125,1,11,2," GJB_Rinse",0
67,"   P-21692","   2022/10/07 21:25:31","           1-11",3,-0.731,-21.153,11967,-1,1,"OSBS3-E-1","22-041","                 H2O",1665199836.67,0.214,0.907,63.199,0.001,-0.003,1.571,75.346,25.637,2.191,62.099,0.856,-1.552,0,0,1,42.125,1,11,2," GJB_Rinse",0
68,"   P-21692","   2022/10/07 21:34:28","           1-11",4,-0.728,-20.922,11999,0,1,"OSBS3-E-1","22-041","                 H2O",1665200373.55,0.184,0.867,62.28,0.001,-0.003,1.552,75.492,25.756,2.195,61.423,0.856,-1.723,0,0,1,42.125,1,11,2," GJB_Rinse",0
69,"   P-21693","   2022/10/07 21:44:16","           1-12",1,-1.489,-18.458,12662,-1,1,"OSBS3-D-3","22-041","                 H2O",1665200961.7,0.201,0.807,60.844,0.001,-0.001,1.507,123.086,27.027,2.249,64.303,0.856,-1.259,0,0,1,42.188,1,12,2," GJB_Rinse",0
70,"   P-21693","   2022/10/07 21:53:12","           1-12",2,-1.475,-18.283,12267,-1,1,"OSBS3-D-3","22-041","                 H2O",1665201497.72,0.22,0.834,60.122,0.001,-0.003,1.481,120.66,25.532,2.188,63.281,0.856,-1.081,0,0,1,42.188,1,12,2," GJB_Rinse",0
71,"   P-21693","   2022/10/07 22:02:09","           1-12",3,-1.533,-18.137,12316,-1,1,"OSBS3-D-3","22-041","                 H2O",1665202034.29,0.23,0.818,63.639,0.001,-0.001,1.571,121.121,25.735,2.184,62.897,0.856,-1.212,0,0,1,42.125,1,12,2," GJB_Rinse",0
72,"   P-21693","   2022/10/07 22:11:04","           1-12",4,-1.546,-17.949,12280,0,1,"OSBS3-D-3","22-041","                 H2O",1665202569.67,0.198,0.804,62.581,0,0,1.557,120.699,26.107,2.199,62.293,0.856,-1.182,0,0,1,42.125,1,12,2," GJB_Rinse",0
73,"   P-21694","   2022/10/07 22:20:54","           1-13",1,-8.619,-60.299,12563,-1,1,"EV","standard","                 H2O",1665203159.64,0.196,0.758,57.937,0.001,-0.002,1.423,58.324,28.866,2.163,64.783,0.856,-0.872,0,0,1,42.125,1,13,2," GJB_Rinse",0
74,"   P-21694","   2022/10/07 22:29:50","           1-13",2,-8.919,-64.311,12387,-1,1,"EV","standard","                 H2O",1665203695.53,0.19,0.761,64.589,0.001,0.001,1.588,57.662,27.948,2.126,63.495,0.856,-0.889,0,0,1,42.188,1,13,2," GJB_Rinse",0
75,"   P-21694","   2022/10/07 22:38:45","           1-13",3,-8.945,-65.4,12339,-1,1,"EV","standard","                 H2O",1665204231.65,0.218,0.813,63.401,0.001,0.003,1.569,57.398,28.549,2.103,61.415,0.856,-1.051,0,0,1,42.188,1,13,2," GJB_Rinse",0
76,"   P-21694","   2022/10/07 22:47:41","           1-13",4,-8.956,-65.659,12403,0,1,"EV","standard","                 H2O",1665204766.42,0.204,0.855,57.462,0.001,0.004,1.415,57.392,28.33,2.114,63.459,0.856,-0.846,0,0,1,42.25,1,13,2," GJB_Rinse",0
77,"   P-21695","   2022/10/07 22:57:29","           1-14",1,-2.616,-34.32,12437,-1,1,"OSBS3-A-1","22-041","                 H2O",1665205354.9,0.201,0.799,64.977,0.001,0.001,1.614,59.485,27.371,2.249,63.964,0.856,-1.511,0,0,1,42.312,1,14,2," GJB_Rinse",0
78,"   P-21695","   2022/10/07 23:06:25","           1-14",2,-2.387,-31.768,12411,-1,1,"OSBS3-A-1","22-041","                 H2O",1665205890.67,0.214,0.77,61.414,0.001,0,1.515,59.424,27.518,2.246,64.305,0.856,-1.534,0,0,1,42.312,1,14,2," GJB_Rinse",0
79,"   P-21695","   2022/10/07 23:15:22","           1-14",3,-2.342,-30.782,12023,-1,1,"OSBS3-A-1","22-041","                 H2O",1665206427.29,0.209,0.906,60.699,0.001,0,1.499,58.553,26.179,2.19,62.952,0.855,-1.462,0,0,1,42.25,1,14,2," GJB_Rinse",0
80,"   P-21695","   2022/10/07 23:24:19","           1-14",4,-2.352,-30.735,12210,0,1,"OSBS3-A-1","22-041","                 H2O",1665206964.01,0.189,0.831,58.332,0.001,-0.004,1.45,58.944,26.599,2.217,64.403,0.855,-1.492,0,0,1,42.25,1,14,2," GJB_Rinse",0
81,"   P-21696","   2022/10/07 23:34:05","           1-15",1,1.938,-14.878,12773,-1,1,"OSBS3-E-3","22-041","                 H2O",1665207550.3,0.201,0.925,68.04,0.001,0.004,1.674,112.323,24.579,2.588,66.902,0.855,-2.57,0,0,1,42.188,1,15,2," GJB_Rinse",0
82,"   P-21696","   2022/10/07 23:43:00","           1-15",2,2.109,-13.31,12135,-1,1,"OSBS3-E-3","22-041","                 H2O",1665208086.11,0.208,0.926,58.392,0,0.001,1.456,108.76,23.038,2.464,64.133,0.855,-2.461,0,0,1,42.125,1,15,2," GJB_Rinse",0
83,"   P-21696","   2022/10/07 23:51:56","           1-15",3,2.196,-13.023,12312,-1,1,"OSBS3-E-3","22-041","                 H2O",1665208621.74,0.215,0.882,61.949,0.001,0,1.537,110.272,23.462,2.487,63.326,0.856,-2.767,0,0,1,42.125,1,15,2," GJB_Rinse",0
84,"   P-21696","   2022/10/08 00:00:52","           1-15",4,2.131,-12.755,12247,0,1,"OSBS3-E-3","22-041","                 H2O",1665209157.69,0.196,0.814,56.837,0,0,1.413,109.623,23.315,2.479,64.655,0.856,-2.589,0,0,1,42.188,1,15,2," GJB_Rinse",0
85,"   P-21697","   2022/10/08 00:10:39","           1-16",1,0.765,-14.59,12728,-1,1,"OSBS3-C-5","22-041","                 H2O",1665209744.22,0.186,0.825,62.686,0.001,-0.001,1.544,64.579,28.799,2.265,65.571,0.856,-1.282,0,0,1,42.312,1,16,2," GJB_Rinse",0
86,"   P-21697","   2022/10/08 00:19:35","           1-16",2,0.767,-14.477,12307,-1,1,"OSBS3-C-5","22-041","                 H2O",1665210280.68,0.187,0.882,60.389,0.001,0.003,1.494,63.033,27.9,2.192,63.218,0.855,-1.194,0,0,1,42.25,1,16,2," GJB_Rinse",0
87,"   P-21697","   2022/10/08 00:28:31","           1-16",3,0.901,-14.098,12467,-1,1,"OSBS3-C-5","22-041","                 H2O",1665210816.83,0.214,0.866,65.583,0.001,0.001,1.632,63.386,27.831,2.227,65.795,0.856,-1.126,0,0,1,42.25,1,16,2," GJB_Rinse",0
88,"   P-21697","   2022/10/08 00:37:28","           1-16",4,0.845,-14.293,12347,0,1,"OSBS3-C-5","22-041","                 H2O",1665211353.53,0.207,0.805,57.695,0.001,0,1.428,62.991,28.233,2.196,63.552,0.856,-1.181,0,0,1,42.312,1,16,2," GJB_Rinse",0
89,"   P-21698","   2022/10/08 00:47:15","           1-17",1,-0.24,-14.976,12437,-1,1,"OSBS3-B-5","22-041","                 H2O",1665211940.79,0.232,0.952,62.508,0.001,-0.004,1.539,438.155,14.701,2.375,57.852,0.858,-2.19,0,0,1,42.312,1,17,2," GJB_Rinse",0
90,"   P-21698","   2022/10/08 00:56:12","           1-17",2,-0.271,-15.034,12049,-1,1,"OSBS3-B-5","22-041","                 H2O",1665212477.36,0.265,1.037,60.316,0.001,-0.004,1.501,428.334,13.936,2.312,57.125,0.857,-2.03,0,0,1,42.312,1,17,2," GJB_Rinse",0
91,"   P-21698","   2022/10/08 01:05:07","           1-17",3,-0.285,-15.009,12058,-1,1,"OSBS3-B-5","22-041","                 H2O",1665213012.91,0.226,0.996,62.472,0,0,1.549,429.878,14.248,2.316,55.941,0.857,-2.171,0,0,1,42.375,1,17,2," GJB_Rinse",0
92,"   P-21698","   2022/10/08 01:14:03","           1-17",4,-0.396,-15.459,12036,0,1,"OSBS3-B-5","22-041","                 H2O",1665213549.21,0.208,0.949,58.985,0.001,-0.004,1.464,431.388,13.79,2.322,57.201,0.858,-2.058,0,0,1,42.375,1,17,2," GJB_Rinse",0
