  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
11,   P-20973,   2022/05/04 12:25:16,           1-02,1,4.141,29.877,19271,-1,1,                                        ,                                        ,                 H2O,1651689022,0.315,0.83,77.694,-0.001,-0.007,1.832,1310.35,1.613,3.114,117.853,0.882,0.537,0,0,1,43.312,1,2,1, GJB_Rinse,0
12,   P-20973,   2022/05/04 12:34:13,           1-02,2,4.554,36.76,19063,-1,1,                                        ,                                        ,                 H2O,1651689559,0.312,0.819,76.181,0,-0.007,1.796,1323.277,0.739,3.06,116.305,0.881,0.275,0,0,1,43.438,1,2,1, GJB_Rinse,0
13,   P-20973,   2022/05/04 12:43:09,           1-02,3,4.727,38.257,19104,-1,1,                                        ,                                        ,                 H2O,1651690096,0.308,0.679,74.786,0.001,-0.003,1.768,1322.052,0.663,3.119,118.087,0.881,0.457,0,0,1,43.5,1,2,1, GJB_Rinse,0
14,   P-20973,   2022/05/04 12:52:06,           1-02,4,4.697,39.244,19054,0,1,                                        ,                                        ,                 H2O,1651690632,0.31,0.81,75.733,-0.001,-0.005,1.788,1317.074,0.82,3.154,118.778,0.881,0.71,0,0,1,43.562,1,2,1, GJB_Rinse,0
15,   P-20973,   2022/05/04 13:01:03,           1-02,5,4.755,40.011,19044,0,1,                                        ,                                        ,                 H2O,1651691170,0.299,0.77,74.842,-0.001,-0.007,1.776,1310.841,0.799,3.128,118.576,0.877,0.443,0,0,1,43.688,1,2,1, GJB_Rinse,0
16,   P-20973,   2022/05/04 13:10:00,           1-02,6,4.74,40.262,19003,0,1,                                        ,                                        ,                 H2O,1651691707,0.316,0.718,71.757,0.001,-0.003,1.707,1313.499,0.97,3.093,117.246,0.88,0.437,0,0,1,43.688,1,2,1, GJB_Rinse,0
17,   P-20973,   2022/05/04 13:18:57,           1-02,7,4.815,40.619,19090,0,1,                                        ,                                        ,                 H2O,1651692244,0.34,0.699,72.975,0,-0.002,1.728,1311.626,0.717,3.135,118.078,0.882,0.589,0,0,1,43.625,1,2,1, GJB_Rinse,0
18,   P-20973,   2022/05/04 13:27:53,           1-02,8,4.844,40.804,18942,0,1,                                        ,                                        ,                 H2O,1651692780,0.315,0.754,74.061,0.001,0,1.761,1308.029,1.757,2.919,112.323,0.88,-0.359,0,0,1,43.5,1,2,1, GJB_Rinse,0
19,   P-20973,   2022/05/04 13:36:50,           1-02,9,4.845,41.054,19129,0,1,                                        ,                                        ,                 H2O,1651693317,0.333,0.752,75.087,0.001,0.001,1.779,1308.925,1.718,3.107,118.365,0.878,0.43,0,0,1,43.438,1,2,1, GJB_Rinse,0
20,   P-20973,   2022/05/04 13:45:47,           1-02,10,4.839,41.079,18703,0,1,                                        ,                                        ,                 H2O,1651693854,0.299,0.755,74.329,0.001,0.001,1.77,1302.192,1.604,3.025,114.668,0.878,0.32,0,0,1,43.5,1,2,1, GJB_Rinse,0
21,   P-20974,   2022/05/04 13:55:37,           1-03,1,-12.287,-94.667,19274,-1,1,                                        ,                                        ,                 H2O,1651694443,0.324,0.853,74.569,0.003,0.009,1.767,1304.843,2.615,3.071,116.219,0.878,0.181,0,0,1,43.562,1,3,1, GJB_Rinse,0
22,   P-20974,   2022/05/04 14:04:33,           1-03,2,-13.019,-106.17,18843,-1,1,                                        ,                                        ,                 H2O,1651694980,0.341,0.832,73.097,0.002,0.012,1.741,1303.812,2.403,2.974,115.066,0.878,0.441,0,0,1,43.688,1,3,1, GJB_Rinse,0
23,   P-20974,   2022/05/04 14:13:30,           1-03,3,-13.129,-108.462,19294,-1,1,                                        ,                                        ,                 H2O,1651695517,0.331,0.787,72.137,0.002,0.006,1.703,1307.232,2.317,3.065,119.041,0.88,0.687,0,0,1,43.75,1,3,1, GJB_Rinse,0
24,   P-20974,   2022/05/04 14:22:28,           1-03,4,-13.221,-109.654,18972,0,1,                                        ,                                        ,                 H2O,1651696054,0.318,0.759,72.432,0.001,0.006,1.717,1304.6,1.914,3.056,117.46,0.877,0.593,0,0,1,43.688,1,3,1, GJB_Rinse,0
25,   P-20974,   2022/05/04 14:31:25,           1-03,5,-13.269,-110.165,18929,0,1,                                        ,                                        ,                 H2O,1651696592,0.328,0.806,74.043,0.002,0.007,1.761,1304.207,2.716,2.968,114.958,0.879,0.363,0,0,1,43.438,1,3,1, GJB_Rinse,0
26,   P-20974,   2022/05/04 14:40:22,           1-03,6,-13.28,-110.649,18996,0,1,                                        ,                                        ,                 H2O,1651697129,0.311,0.714,77.963,0,0.006,1.858,1304.261,2.379,3.028,116.17,0.878,0.638,0,0,1,43.188,1,3,1, GJB_Rinse,0
27,   P-20974,   2022/05/04 14:49:18,           1-03,7,-13.33,-110.765,18916,0,1,                                        ,                                        ,                 H2O,1651697664,0.305,0.693,76.822,0,0.004,1.828,1303.297,2.566,3.044,115.587,0.88,0.584,0,0,1,43.188,1,3,1, GJB_Rinse,0
28,   P-20974,   2022/05/04 14:58:14,           1-03,8,-13.307,-110.796,18956,0,1,                                        ,                                        ,                 H2O,1651698201,0.305,0.694,75.393,0.001,0.005,1.789,1303.704,2.143,3.03,115.889,0.877,0.53,0,0,1,43.438,1,3,1, GJB_Rinse,0
29,   P-20974,   2022/05/04 15:07:11,           1-03,9,-13.323,-111.219,18952,0,1,                                        ,                                        ,                 H2O,1651698738,0.321,0.756,76.681,0.001,0.004,1.821,1303.553,2.383,3.004,115.055,0.876,0.203,0,0,1,43.625,1,3,1, GJB_Rinse,0
30,   P-20974,   2022/05/04 15:16:08,           1-03,10,-13.316,-111.339,18922,0,1,                                        ,                                        ,                 H2O,1651699274,0.325,0.705,71.261,0.002,0.002,1.7,1303.129,3.088,2.936,112.727,0.877,0.008,0,0,1,43.75,1,3,1, GJB_Rinse,0
31,   P-20975,   2022/05/04 15:25:57,           1-04,1,-7.835,-65.019,18790,-1,1,                                        ,                                        ,                 H2O,1651699864,0.324,0.766,75.941,0.001,0.002,1.794,1300.77,2.411,3.033,115.28,0.87,0.556,0,0,1,43.688,1,4,1, GJB_Rinse,0
32,   P-20975,   2022/05/04 15:34:54,           1-04,2,-7.626,-61.246,19010,-1,1,                                        ,                                        ,                 H2O,1651700401,0.313,0.713,71.876,-0.001,-0.001,1.71,1303.198,2.575,3.024,114.95,0.879,0.242,0,0,1,43.625,1,4,1, GJB_Rinse,0
33,   P-20975,   2022/05/04 15:43:51,           1-04,3,-7.582,-60.426,18978,-1,1,                                        ,                                        ,                 H2O,1651700937,0.304,0.756,75.967,0,0,1.804,1302.817,2.658,3.018,115.06,0.877,0.411,0,0,1,43.75,1,4,1, GJB_Rinse,0
34,   P-20975,   2022/05/04 15:52:48,           1-04,4,-7.55,-60.156,18956,0,1,                                        ,                                        ,                 H2O,1651701475,0.303,0.768,73.859,0,0.001,1.75,1302.383,2.018,3.111,117.916,0.877,0.679,0,0,1,43.75,1,4,1, GJB_Rinse,0
35,   P-20975,   2022/05/04 16:01:45,           1-04,5,-7.582,-59.874,18956,0,1,                                        ,                                        ,                 H2O,1651702011,0.316,0.764,74.998,0,0.001,1.778,1302.486,2.006,3.087,116.912,0.877,0.67,0,0,1,43.812,1,4,1, GJB_Rinse,0
36,   P-20975,   2022/05/04 16:10:42,           1-04,6,-7.601,-59.862,18909,0,1,                                        ,                                        ,                 H2O,1651702549,0.294,0.689,76.017,0,0.001,1.8,1302.42,1.543,3.029,116.07,0.879,0.388,0,0,1,43.812,1,4,1, GJB_Rinse,0
37,   P-20975,   2022/05/04 16:19:38,           1-04,7,-7.582,-59.709,18894,0,1,                                        ,                                        ,                 H2O,1651703085,0.355,0.692,74.434,0.003,0,1.764,1301.779,3.084,2.995,113.674,0.877,0.155,0,0,1,43.812,1,4,1, GJB_Rinse,0
38,   P-20975,   2022/05/04 16:28:35,           1-04,8,-7.573,-59.568,18855,0,1,                                        ,                                        ,                 H2O,1651703621,0.33,0.685,77.438,0.002,0.001,1.841,1301.522,1.899,3.094,117.057,0.88,0.712,0,0,1,43.75,1,4,1, GJB_Rinse,0
39,   P-20975,   2022/05/04 16:37:32,           1-04,9,-7.556,-59.785,18788,0,1,                                        ,                                        ,                 H2O,1651704159,0.34,0.738,76.265,0,0.001,1.802,1301.096,2.383,2.962,114.313,0.874,0.387,0,0,1,43.625,1,4,1, GJB_Rinse,0
40,   P-20975,   2022/05/04 16:46:29,           1-04,10,-7.538,-59.635,18699,0,1,                                        ,                                        ,                 H2O,1651704696,0.292,0.754,76.723,0.001,0.001,1.809,1300.246,2.432,2.967,114.43,0.876,0.532,0,0,1,43.5,1,4,1, GJB_Rinse,0
41,   P-20976,   2022/05/04 16:56:19,           1-05,1,-1.878,-40.453,18575,-1,1,                                        ,                                        ,                 H2O,1651705285,0.422,1.12,76.583,0,0.001,1.815,2003.907,-28.591,2.979,111.931,0.891,-1.985,0,0,1,43.688,1,5,2, GJB_Rinse,0
42,   P-20976,   2022/05/04 17:05:15,           1-05,2,-1.798,-39.758,18452,-1,1,                                        ,                                        ,                 H2O,1651705821,0.422,1.005,72.288,0,-0.002,1.722,2004.888,-28.48,3.014,113.03,0.888,-1.702,0,0,1,44.062,1,5,2, GJB_Rinse,0
43,   P-20976,   2022/05/04 17:14:12,           1-05,3,-1.798,-39.373,18457,-1,1,                                        ,                                        ,                 H2O,1651706358,0.427,1.106,74.313,-0.001,-0.003,1.765,2006.741,-29.091,3.006,113.586,0.884,-1.806,0,0,1,44.188,1,5,2, GJB_Rinse,0
44,   P-20976,   2022/05/04 17:23:09,           1-05,4,-1.72,-39.133,18454,0,1,                                        ,                                        ,                 H2O,1651706896,0.367,1.079,72.37,0.001,0,1.71,2008.427,-27.903,2.914,109.882,0.881,-1.997,0,0,1,44.25,1,5,2, GJB_Rinse,0
45,   P-20977,   2022/05/04 17:32:59,           1-06,1,1.302,-0.424,18644,-1,1,                                        ,                                        ,                 H2O,1651707486,0.314,0.732,71.416,0,-0.002,1.705,1311.7,1.74,2.952,112.224,0.877,0.157,0,0,1,43.875,1,6,2, GJB_Rinse,0
46,   P-20977,   2022/05/04 17:41:56,           1-06,2,1.454,3.387,18693,-1,1,                                        ,                                        ,                 H2O,1651708022,0.328,0.817,72.187,0.002,-0.001,1.715,1304.448,2.091,2.961,112.789,0.88,0.165,0,0,1,43.562,1,6,2, GJB_Rinse,0
47,   P-20977,   2022/05/04 17:50:53,           1-06,3,1.525,4.098,18736,-1,1,                                        ,                                        ,                 H2O,1651708560,0.289,0.752,74.352,-0.001,-0.003,1.77,1302.696,1.763,3.022,115.895,0.873,0.66,0,0,1,43.562,1,6,2, GJB_Rinse,0
48,   P-20977,   2022/05/04 17:59:50,           1-06,4,1.509,4.163,18608,0,1,                                        ,                                        ,                 H2O,1651709097,0.305,0.676,72.483,0,0,1.723,1301.095,1.913,2.988,114.224,0.88,0.445,0,0,1,43.688,1,6,2, GJB_Rinse,0
49,   P-20978,   2022/05/04 18:09:41,           1-07,1,-3.697,-36.759,18023,-1,1,                                        ,                                        ,                 H2O,1651709688,0.499,1.392,72.291,0.001,0.001,1.709,2481.236,-42.125,2.911,102.436,0.91,-1.214,0,0,1,43.75,1,7,2, GJB_Rinse,0
50,   P-20978,   2022/05/04 18:18:38,           1-07,2,-3.896,-40.397,18066,-1,1,                                        ,                                        ,                 H2O,1651710224,0.503,1.286,73.575,0.001,0,1.741,2496.326,-42.334,2.937,103.51,0.91,-0.895,0,0,1,43.688,1,7,2, GJB_Rinse,0
51,   P-20978,   2022/05/04 18:27:34,           1-07,3,-3.982,-41.178,17970,-1,1,                                        ,                                        ,                 H2O,1651710761,0.484,1.443,71.813,0.001,0.001,1.698,2493.574,-42.48,2.862,103.46,0.91,-0.969,0,0,1,43.562,1,7,2, GJB_Rinse,0
52,   P-20978,   2022/05/04 18:36:30,           1-07,4,-4.014,-41.526,18004,0,1,                                        ,                                        ,                 H2O,1651711296,0.518,1.335,74.157,0,0.003,1.758,2497.112,-43.451,2.934,103.838,0.909,-1.055,0,0,1,43.562,1,7,2, GJB_Rinse,0
53,   P-20979,   2022/05/04 18:46:18,           1-08,1,-2.413,-27.933,18001,-1,1,                                        ,                                        ,                 H2O,1651711884,0.259,0.724,69.739,-0.001,0,1.665,1313.991,0.958,2.883,110.418,0.872,0.336,0,0,1,43.75,1,8,2, GJB_Rinse,0
54,   P-20979,   2022/05/04 18:55:14,           1-08,2,-2.37,-26.4,17978,-1,1,                                        ,                                        ,                 H2O,1651712421,0.301,0.69,71.597,0.001,0,1.7,1302.1,1.717,2.881,109.985,0.875,0.326,0,0,1,43.812,1,8,2, GJB_Rinse,0
55,   P-20979,   2022/05/04 19:04:11,           1-08,3,-2.364,-26.316,17977,-1,1,                                        ,                                        ,                 H2O,1651712957,0.308,0.76,70.789,0.001,0,1.681,1299.147,2.15,2.899,110.41,0.875,0.473,0,0,1,43.625,1,8,2, GJB_Rinse,0
56,   P-20979,   2022/05/04 19:13:08,           1-08,4,-2.379,-26.392,17867,0,1,                                        ,                                        ,                 H2O,1651713494,0.336,0.781,72.554,0.002,0.001,1.732,1297.02,1.79,2.85,109.739,0.878,0.34,0,0,1,43.625,1,8,2, GJB_Rinse,0
57,   P-20980,   2022/05/04 19:22:55,           1-09,1,-1.276,-24.233,18945,-1,1,                                        ,                                        ,                 H2O,1651714081,0.326,0.749,75.34,0,0.002,1.796,1303.081,1.886,3.077,117.411,0.877,0.646,0,0,1,43.875,1,9,2, GJB_Rinse,0
58,   P-20980,   2022/05/04 19:31:51,           1-09,2,-1.283,-24.434,18514,-1,1,                                        ,                                        ,                 H2O,1651714618,0.301,0.725,74.043,0,0.001,1.754,1301,1.174,2.946,114.097,0.867,0.313,0,0,1,44.125,1,9,2, GJB_Rinse,0
59,   P-20980,   2022/05/04 19:40:48,           1-09,3,-1.305,-24.647,18596,-1,1,                                        ,                                        ,                 H2O,1651715155,0.325,0.713,74.124,0.001,0.002,1.752,1301.124,1.443,3.017,114.59,0.88,0.397,0,0,1,44.188,1,9,2, GJB_Rinse,0
60,   P-20980,   2022/05/04 19:49:45,           1-09,4,-1.218,-24.313,18845,0,1,                                        ,                                        ,                 H2O,1651715691,0.294,0.765,73.67,0.001,0.002,1.743,1302.905,2.306,2.886,113.067,0.874,-0.109,0,0,1,43.812,1,9,2, GJB_Rinse,0
61,   P-20981,   2022/05/04 19:58:54,           1-10,1,-2.511,-24.12,18591,0,1,                                        ,                                        ,                 H2O,1651717912,0.317,0.736,72.618,0.001,0,1.727,1300.639,1.647,2.968,113.719,0.875,0.33,0,0,1,43.625,1,10,2, GJB_Rinse,0
62,   P-20981,   2022/05/04 20:08:52,           1-10,2,-2.582,-24.524,18425,-1,1,                                        ,                                        ,                 H2O,1651716839,0.3,0.725,67.506,0,0.001,1.608,1299.587,1.826,2.962,113.084,0.878,0.505,0,0,1,43.75,1,10,2, GJB_Rinse,0
63,   P-20981,   2022/05/04 20:17:49,           1-10,3,-2.486,-23.754,18705,-1,1,                                        ,                                        ,                 H2O,1651717376,0.296,0.721,70.676,0.001,0.002,1.681,1301.703,0.941,3.06,116.352,0.879,0.558,0,0,1,43.562,1,10,2, GJB_Rinse,0
64,   P-20981,   2022/05/04 20:26:46,           1-10,4,-2.511,-24.12,18591,0,1,                                        ,                                        ,                 H2O,1651717912,0.317,0.736,72.618,0.001,0,1.727,1300.639,1.647,2.968,113.719,0.875,0.33,0,0,1,43.625,1,10,2, GJB_Rinse,0
65,   P-20982,   2022/05/04 20:45:31,           1-11,1,-1.581,-44.747,19028,-1,1,                                        ,                                        ,                 H2O,1651719038,0.323,0.747,77.098,0.001,0.002,1.826,1308.032,1.324,2.997,116.113,0.879,0.199,0,0,1,43.625,1,11,2, GJB_Rinse,0
66,   P-20982,   2022/05/04 20:54:28,           1-11,2,-1.59,-46.851,18720,-1,1,                                        ,                                        ,                 H2O,1651719574,0.312,0.759,75.003,0.001,0.005,1.781,1306.359,0.981,2.893,112.978,0.871,-0.251,0,0,1,43.812,1,11,2, GJB_Rinse,0
67,   P-20982,   2022/05/04 21:03:25,           1-11,3,-1.609,-47.453,18924,-1,1,                                        ,                                        ,                 H2O,1651720112,0.318,0.62,76.08,0.001,0.001,1.805,1307.412,0.962,3.055,116.659,0.873,0.343,0,0,1,44.062,1,11,2, GJB_Rinse,0
68,   P-20982,   2022/05/04 21:12:22,           1-11,4,-1.56,-47.27,18885,0,1,                                        ,                                        ,                 H2O,1651720650,0.353,0.707,73.335,0.002,0.003,1.734,1307.174,0.607,3.057,117.184,0.875,0.293,0,0,1,44.188,1,11,2, GJB_Rinse,0
69,   P-20983,   2022/05/04 21:22:11,           1-12,1,-4.269,-45.334,18709,-1,1,                                        ,                                        ,                 H2O,1651721238,0.323,0.739,74.009,0.001,0.002,1.752,1326.296,-0.606,2.992,115.391,0.879,-0.34,0,0,1,44.125,1,12,2, GJB_Rinse,0
70,   P-20983,   2022/05/04 21:31:08,           1-12,2,-4.397,-45.314,18610,-1,1,                                        ,                                        ,                 H2O,1651721775,0.284,0.786,74.805,0.001,0.003,1.78,1325.985,-0.588,2.884,113.459,0.874,-0.441,0,0,1,43.75,1,12,2, GJB_Rinse,0
71,   P-20983,   2022/05/04 21:40:05,           1-12,3,-4.399,-45.156,18708,-1,1,                                        ,                                        ,                 H2O,1651722311,0.313,0.751,75.667,0.001,0.004,1.798,1326.634,-0.419,2.98,115.711,0.876,-0.134,0,0,1,43.5,1,12,2, GJB_Rinse,0
72,   P-20983,   2022/05/04 21:49:02,           1-12,4,-4.404,-45.029,18650,0,1,                                        ,                                        ,                 H2O,1651722848,0.326,0.654,73.171,0.001,-0.001,1.729,1325.923,0.16,2.937,114.193,0.879,-0.252,0,0,1,43.375,1,12,2, GJB_Rinse,0
73,   P-20984,   2022/05/04 21:58:52,           1-13,1,-7.366,-57.786,18637,-1,1,                                        ,                                        ,                 H2O,1651723439,0.344,0.694,71.925,0.001,0.003,1.699,1300.28,1.823,3.047,115.26,0.88,0.663,0,0,1,43.438,1,13,2, GJB_Rinse,0
74,   P-20984,   2022/05/04 22:07:49,           1-13,2,-7.486,-58.762,18587,-1,1,                                        ,                                        ,                 H2O,1651723976,0.304,0.718,72.378,0.001,0,1.712,1299.883,1.692,2.973,114.119,0.879,0.327,0,0,1,43.625,1,13,2, GJB_Rinse,0
75,   P-20984,   2022/05/04 22:16:45,           1-13,3,-7.607,-59.529,18464,-1,1,                                        ,                                        ,                 H2O,1651724512,0.325,0.734,71.3,0.001,0.002,1.699,1298.692,2.345,2.915,111.9,0.878,0.202,0,0,1,43.688,1,13,2, GJB_Rinse,0
76,   P-20984,   2022/05/04 22:25:42,           1-13,4,-7.501,-59.295,18702,0,1,                                        ,                                        ,                 H2O,1651725048,0.306,0.729,73.546,0,0.003,1.74,1300.381,2.737,2.932,112.52,0.874,0.228,0,0,1,43.688,1,13,2, GJB_Rinse,0
77,   P-20985,   2022/05/04 22:35:32,           1-14,1,-2.27,-40.929,18586,-1,1,                                        ,                                        ,                 H2O,1651725638,0.301,0.675,73.544,0.001,0.002,1.756,1311.325,0.925,3.018,114.452,0.876,0.186,0,0,1,43.812,1,14,2, GJB_Rinse,0
78,   P-20985,   2022/05/04 22:44:28,           1-14,2,-2.077,-39.93,18597,-1,1,                                        ,                                        ,                 H2O,1651726175,0.298,0.735,70.878,0.001,0.001,1.689,1311.901,0.695,2.961,114.69,0.878,0.058,0,0,1,43.75,1,14,2, GJB_Rinse,0
79,   P-20985,   2022/05/04 22:53:26,           1-14,3,-2.111,-39.629,18509,-1,1,                                        ,                                        ,                 H2O,1651726713,0.312,0.731,72.302,0,-0.001,1.724,1310.851,1.067,2.958,114.378,0.877,0.077,0,0,1,43.625,1,14,2, GJB_Rinse,0
80,   P-20985,   2022/05/04 23:02:23,           1-14,4,-2.101,-39.312,18428,0,1,                                        ,                                        ,                 H2O,1651727249,0.313,0.7,71.089,0.002,0.002,1.693,1310.411,0.49,2.969,114.114,0.873,0.148,0,0,1,43.75,1,14,2, GJB_Rinse,0
81,   P-20986,   2022/05/04 23:12:10,           1-15,1,-2.989,-42.803,18332,-1,1,                                        ,                                        ,                 H2O,1651727836,0.313,0.726,72.528,0.001,0.001,1.729,1299.546,0.598,2.917,114.139,0.879,0.056,0,0,1,43.812,1,15,2, GJB_Rinse,0
82,   P-20986,   2022/05/04 23:21:06,           1-15,2,-3.024,-42.791,18394,-1,1,                                        ,                                        ,                 H2O,1651728372,0.321,0.69,71.93,0.001,0,1.707,1299.805,0.434,2.971,115.043,0.875,0.188,0,0,1,43.688,1,15,2, GJB_Rinse,0
83,   P-20986,   2022/05/04 23:30:02,           1-15,3,-2.959,-43.118,18454,-1,1,                                        ,                                        ,                 H2O,1651728909,0.315,0.813,72.821,0.001,0.001,1.728,1300.361,1.101,2.932,113.21,0.872,0.062,0,0,1,43.625,1,15,2, GJB_Rinse,0
84,   P-20986,   2022/05/04 23:38:58,           1-15,4,-3.017,-43.197,18473,0,1,                                        ,                                        ,                 H2O,1651729445,0.297,0.759,72.882,0,0.002,1.736,1300.534,1.256,2.866,112.382,0.879,-0.193,0,0,1,43.688,1,15,2, GJB_Rinse,0
85,   P-20987,   2022/05/04 23:48:45,           1-16,1,-5.077,-46.653,18272,-1,1,                                        ,                                        ,                 H2O,1651730032,0.35,0.757,74.395,0.003,0.001,1.781,1297.513,1.861,2.936,111.592,0.879,0.44,0,0,1,43.812,1,16,2, GJB_Rinse,0
86,   P-20987,   2022/05/04 23:57:42,           1-16,2,-5.135,-46.82,18507,-1,1,                                        ,                                        ,                 H2O,1651730569,0.327,0.723,71.53,0.001,0.002,1.704,1299.146,2.147,2.963,112.835,0.878,0.306,0,0,1,43.75,1,16,2, GJB_Rinse,0
87,   P-20987,   2022/05/05 00:06:38,           1-16,3,-5.139,-46.644,18562,-1,1,                                        ,                                        ,                 H2O,1651731105,0.335,0.762,71.567,0.001,0.002,1.708,1299.678,1.78,2.953,113.17,0.877,0.18,0,0,1,43.625,1,16,2, GJB_Rinse,0
88,   P-20987,   2022/05/05 00:15:34,           1-16,4,-5.12,-46.613,18428,0,1,                                        ,                                        ,                 H2O,1651731641,0.284,0.709,75.261,0,0.002,1.789,1298.469,2.042,2.904,112.233,0.876,0.302,0,0,1,43.688,1,16,2, GJB_Rinse,0
89,   P-20988,   2022/05/05 00:25:22,           1-17,1,-3.888,-37.383,18529,-1,1,                                        ,                                        ,                 H2O,1651732229,0.303,0.719,73.016,0.001,0,1.736,1299.143,1.658,3.036,115.018,0.875,0.622,0,0,1,43.812,1,17,2, GJB_Rinse,0
90,   P-20988,   2022/05/05 00:34:19,           1-17,2,-3.852,-36.16,18676,-1,1,                                        ,                                        ,                 H2O,1651732766,0.328,0.804,73.236,0,0.001,1.746,1300.484,1.447,3.035,114.991,0.878,0.348,0,0,1,43.75,1,17,2, GJB_Rinse,0
91,   P-20988,   2022/05/05 00:43:15,           1-17,3,-3.848,-36.042,18640,-1,1,                                        ,                                        ,                 H2O,1651733302,0.306,0.745,74.2,0.002,0.004,1.771,1300.185,1.467,2.993,114.936,0.877,0.342,0,0,1,43.625,1,17,2, GJB_Rinse,0
92,   P-20988,   2022/05/05 00:52:12,           1-17,4,-3.842,-36.17,18669,0,1,                                        ,                                        ,                 H2O,1651733839,0.321,0.78,75.531,0.001,0.002,1.794,1300.435,1.689,2.965,114.233,0.875,0.399,0,0,1,43.625,1,17,2, GJB_Rinse,0
93,   P-20989,   2022/05/05 01:02:00,           1-18,1,1.256,-34.815,18657,-1,1,                                        ,                                        ,                 H2O,1651734428,0.326,0.746,71.957,0.001,0.002,1.707,1303.792,-0.563,3.074,118.475,0.871,0.115,0,0,1,43.938,1,18,2, GJB_Rinse,0
94,   P-20989,   2022/05/05 01:10:57,           1-18,2,1.409,-34.852,18519,-1,1,                                        ,                                        ,                 H2O,1651734964,0.328,0.741,75.088,0,0.002,1.781,1302.787,-0.191,3.009,117.072,0.877,0.106,0,0,1,44.062,1,18,2, GJB_Rinse,0
