  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
    11,   P-20703,   2022/04/06 12:59:04,           1-02,       1,         4.230,        29.626,         18738,      -1,    1,                                        ,                                        ,                 H2O, 1649271851.16,         0.283,         0.776,        73.330,        -0.001,        -0.004,         1.739,      1302.530,         1.802,         3.005,       114.118,         0.878,         0.278,        0.0000,        0.0000,    1,        46.250,         1,       2,       1, GJB_Rinse,       0
    12,   P-20703,   2022/04/06 13:08:01,           1-02,       2,         4.602,        37.118,         18584,      -1,    1,                                        ,                                        ,                 H2O, 1649272387.63,         0.324,         0.842,        71.441,         0.002,        -0.004,         1.691,      1312.290,         0.531,         2.990,       114.437,         0.873,         0.176,       -0.0000,       -0.0000,    1,        46.250,         1,       2,       1, GJB_Rinse,       0
    13,   P-20703,   2022/04/06 13:17:00,           1-02,       3,         4.685,        39.169,         18817,      -1,    1,                                        ,                                        ,                 H2O, 1649272926.75,         0.294,         0.808,        73.590,        -0.001,        -0.004,         1.750,      1312.477,         1.378,         3.039,       115.314,         0.880,         0.559,       -0.0000,       -0.0000,    1,        46.312,         1,       2,       1, GJB_Rinse,       0
    14,   P-20703,   2022/04/06 13:25:57,           1-02,       4,         4.806,        39.743,         18950,       0,    1,                                        ,                                        ,                 H2O, 1649273463.67,         0.309,         0.821,        71.401,        -0.000,        -0.005,         1.688,      1312.050,         1.052,         3.034,       115.946,         0.879,         0.324,       -0.0000,       -0.0000,    1,        46.375,         1,       2,       1, GJB_Rinse,       0
    15,   P-20703,   2022/04/06 13:34:54,           1-02,       5,         4.828,        40.092,         18604,       0,    1,                                        ,                                        ,                 H2O, 1649274000.18,         0.300,         0.794,        73.678,         0.000,        -0.005,         1.757,      1308.936,         1.076,         2.991,       114.337,         0.885,         0.455,        0.0000,        0.0000,    1,        46.375,         1,       2,       1, GJB_Rinse,       0
    16,   P-20703,   2022/04/06 13:43:51,           1-02,       6,         4.850,        40.689,         18657,       0,    1,                                        ,                                        ,                 H2O, 1649274537.46,         0.349,         0.723,        71.787,         0.001,        -0.003,         1.707,      1307.653,         1.651,         2.981,       112.581,         0.883,         0.305,        0.0000,        0.0000,    1,        46.312,         1,       2,       1, GJB_Rinse,       0
    17,   P-20703,   2022/04/06 13:52:48,           1-02,       7,         4.881,        40.640,         18774,       0,    1,                                        ,                                        ,                 H2O, 1649275074.43,         0.307,         0.793,        70.567,         0.001,        -0.001,         1.674,      1307.241,         1.732,         3.054,       114.578,         0.891,         0.335,       -0.0000,       -0.0000,    1,        46.250,         1,       2,       1, GJB_Rinse,       0
    18,   P-20703,   2022/04/06 14:01:45,           1-02,       8,         4.846,        40.848,         18570,       0,    1,                                        ,                                        ,                 H2O, 1649275611.54,         0.306,         0.815,        71.745,         0.001,        -0.002,         1.703,      1304.677,         1.770,         3.060,       114.420,         0.886,         0.567,       -0.0000,       -0.0000,    1,        46.188,         1,       2,       1, GJB_Rinse,       0
    19,   P-20703,   2022/04/06 14:10:41,           1-02,       9,         4.806,        40.968,         18561,       0,    1,                                        ,                                        ,                 H2O, 1649276147.11,         0.336,         0.671,        70.038,         0.000,        -0.001,         1.659,      1304.721,         1.525,         3.000,       113.546,         0.873,         0.376,        0.0000,        0.0000,    1,        46.125,         1,       2,       1, GJB_Rinse,       0
    20,   P-20703,   2022/04/06 14:19:37,           1-02,      10,         4.903,        40.946,         18480,       0,    1,                                        ,                                        ,                 H2O, 1649276683.84,         0.305,         0.747,        73.405,         0.001,        -0.002,         1.753,      1303.124,         1.541,         2.986,       113.075,         0.877,         0.181,       -0.0000,       -0.0000,    1,        46.062,         1,       2,       1, GJB_Rinse,       0
    21,   P-20704,   2022/04/06 14:29:26,           1-03,       1,       -12.339,       -94.584,         18717,      -1,    1,                                        ,                                        ,                 H2O, 1649277272.81,         0.320,         0.764,        74.577,         0.002,         0.006,         1.760,      1300.845,         2.758,         2.945,       113.792,         0.871,         0.308,        0.0000,        0.0000,    1,        46.000,         1,       3,       1, GJB_Rinse,       0
    22,   P-20704,   2022/04/06 14:38:24,           1-03,       2,       -13.057,      -106.371,         18641,      -1,    1,                                        ,                                        ,                 H2O, 1649277810.40,         0.320,         0.877,        75.909,         0.001,         0.013,         1.799,      1302.363,         2.332,         3.029,       115.159,         0.868,         0.565,        0.0000,        0.0000,    1,        46.062,         1,       3,       1, GJB_Rinse,       0
    23,   P-20704,   2022/04/06 14:47:19,           1-03,       3,       -13.078,      -108.337,         18751,      -1,    1,                                        ,                                        ,                 H2O, 1649278345.86,         0.293,         0.709,        72.210,         0.001,         0.006,         1.720,      1304.109,         2.315,         2.965,       113.769,         0.879,         0.469,        0.0000,        0.0000,    1,        46.000,         1,       3,       1, GJB_Rinse,       0
    24,   P-20704,   2022/04/06 14:56:17,           1-03,       4,       -13.219,      -109.674,         18523,       0,    1,                                        ,                                        ,                 H2O, 1649278883.34,         0.308,         0.730,        72.156,         0.001,         0.007,         1.720,      1301.657,         2.638,         2.944,       112.669,         0.879,         0.487,       -0.0000,       -0.0000,    1,        46.062,         1,       3,       1, GJB_Rinse,       0
    25,   P-20704,   2022/04/06 15:05:13,           1-03,       5,       -13.287,      -110.298,         18719,       0,    1,                                        ,                                        ,                 H2O, 1649279419.66,         0.318,         0.814,        69.962,         0.001,         0.005,         1.659,      1303.391,         2.163,         2.978,       114.601,         0.872,         0.408,       -0.0000,       -0.0000,    1,        46.062,         1,       3,       1, GJB_Rinse,       0
    26,   P-20704,   2022/04/06 15:14:11,           1-03,       6,       -13.264,      -110.611,         18726,       0,    1,                                        ,                                        ,                 H2O, 1649279957.21,         0.314,         0.784,        72.447,         0.001,         0.008,         1.719,      1302.691,         2.710,         2.971,       113.491,         0.881,         0.383,       -0.0000,       -0.0000,    1,        46.125,         1,       3,       1, GJB_Rinse,       0
    27,   P-20704,   2022/04/06 15:23:07,           1-03,       7,       -13.280,      -111.100,         18648,       0,    1,                                        ,                                        ,                 H2O, 1649280493.41,         0.310,         0.764,        74.557,         0.001,         0.006,         1.770,      1301.938,         2.633,         2.950,       112.921,         0.882,         0.455,       -0.0000,       -0.0000,    1,        46.125,         1,       3,       1, GJB_Rinse,       0
    28,   P-20704,   2022/04/06 15:32:05,           1-03,       8,       -13.264,      -111.012,         18639,       0,    1,                                        ,                                        ,                 H2O, 1649281030.82,         0.330,         0.655,        71.998,         0.002,         0.004,         1.714,      1302.046,         2.509,         2.918,       112.788,         0.884,         0.404,       -0.0000,       -0.0000,    1,        46.188,         1,       3,       1, GJB_Rinse,       0
    29,   P-20704,   2022/04/06 15:41:00,           1-03,       9,       -13.375,      -111.452,         18588,       0,    1,                                        ,                                        ,                 H2O, 1649281567.30,         0.306,         0.698,        72.985,         0.000,         0.002,         1.731,      1300.893,         3.104,         2.937,       112.419,         0.871,         0.434,        0.0000,        0.0000,    1,        46.188,         1,       3,       1, GJB_Rinse,       0
    30,   P-20704,   2022/04/06 15:49:57,           1-03,      10,       -13.344,      -111.659,         18572,       0,    1,                                        ,                                        ,                 H2O, 1649282103.98,         0.301,         0.679,        72.516,         0.001,         0.003,         1.708,      1300.861,         2.627,         2.890,       112.342,         0.868,         0.220,        0.0000,        0.0000,    1,        46.062,         1,       3,       1, GJB_Rinse,       0
    31,   P-20705,   2022/04/06 15:59:47,           1-04,       1,        -7.776,       -65.209,         18815,      -1,    1,                                        ,                                        ,                 H2O, 1649282693.52,         0.276,         0.697,        73.427,         0.000,         0.002,         1.737,      1301.618,         1.955,         3.053,       115.353,         0.863,         0.540,        0.0000,        0.0000,    1,        45.750,         1,       4,       1, GJB_Rinse,       0
    32,   P-20705,   2022/04/06 16:08:44,           1-04,       2,        -7.679,       -61.417,         18497,      -1,    1,                                        ,                                        ,                 H2O, 1649283230.64,         0.302,         0.769,        73.180,         0.000,         0.001,         1.740,      1299.340,         2.708,         2.947,       112.579,         0.865,         0.433,        0.0000,        0.0000,    1,        45.625,         1,       4,       1, GJB_Rinse,       0
    33,   P-20705,   2022/04/06 16:17:41,           1-04,       3,        -7.576,       -60.500,         18512,      -1,    1,                                        ,                                        ,                 H2O, 1649283768.07,         0.347,         0.691,        74.609,         0.001,         0.001,         1.764,      1299.825,         2.085,         2.980,       113.804,         0.864,         0.438,       -0.0000,       -0.0000,    1,        45.625,         1,       4,       1, GJB_Rinse,       0
    34,   P-20705,   2022/04/06 16:26:39,           1-04,       4,        -7.544,       -60.353,         18536,       0,    1,                                        ,                                        ,                 H2O, 1649284305.23,         0.326,         0.704,        74.778,         0.000,         0.003,         1.764,      1300.100,         2.119,         2.980,       113.941,         0.866,         0.566,       -0.0000,       -0.0000,    1,        45.625,         1,       4,       1, GJB_Rinse,       0
    35,   P-20705,   2022/04/06 16:35:35,           1-04,       5,        -7.582,       -60.051,         18683,       0,    1,                                        ,                                        ,                 H2O, 1649284841.63,         0.295,         0.718,        73.800,         0.001,         0.002,         1.744,      1300.599,         2.642,         3.036,       113.708,         0.865,         0.470,        0.0000,        0.0000,    1,        45.625,         1,       4,       1, GJB_Rinse,       0
    36,   P-20705,   2022/04/06 16:44:31,           1-04,       6,        -7.587,       -60.090,         18565,       0,    1,                                        ,                                        ,                 H2O, 1649285377.54,         0.280,         0.715,        73.965,         0.001,        -0.000,         1.754,      1299.676,         2.557,         2.968,       113.799,         0.863,         0.657,        0.0000,        0.0000,    1,        45.688,         1,       4,       1, GJB_Rinse,       0
    37,   P-20705,   2022/04/06 16:53:28,           1-04,       7,        -7.477,       -59.707,         18887,       0,    1,                                        ,                                        ,                 H2O, 1649285914.16,         0.294,         0.660,        72.013,         0.000,         0.003,         1.702,      1302.391,         2.277,         2.972,       114.263,         0.864,         0.267,        0.0000,        0.0000,    1,        45.688,         1,       4,       1, GJB_Rinse,       0
    38,   P-20705,   2022/04/06 17:02:25,           1-04,       8,        -7.585,       -59.909,         18392,       0,    1,                                        ,                                        ,                 H2O, 1649286451.57,         0.323,         0.736,        73.411,         0.001,         0.003,         1.740,      1298.422,         2.279,         2.967,       113.167,         0.861,         0.539,        0.0000,        0.0000,    1,        45.750,         1,       4,       1, GJB_Rinse,       0
    39,   P-20705,   2022/04/06 17:11:22,           1-04,       9,        -7.509,       -59.592,         18643,       0,    1,                                        ,                                        ,                 H2O, 1649286988.46,         0.336,         0.740,        73.809,         0.001,        -0.001,         1.744,      1300.554,         2.380,         2.918,       112.448,         0.864,         0.285,        0.0000,        0.0000,    1,        45.625,         1,       4,       1, GJB_Rinse,       0
    40,   P-20705,   2022/04/06 17:20:19,           1-04,      10,        -7.559,       -59.682,         18583,       0,    1,                                        ,                                        ,                 H2O, 1649287525.73,         0.322,         0.647,        70.357,         0.001,        -0.002,         1.666,      1299.739,         2.495,         2.960,       114.231,         0.877,         0.553,        0.0000,        0.0000,    1,        45.625,         1,       4,       1, GJB_Rinse,       0
    41,   P-20706,   2022/04/06 17:30:09,           1-05,       1,        -3.348,       -41.390,         18263,      -1,    1,                                        ,                                        ,                 H2O, 1649288115.97,         0.300,         0.728,        71.794,         0.001,         0.002,         1.707,      1297.323,         2.071,         2.910,       112.159,         0.865,         0.409,       -0.0000,       -0.0000,    1,        45.688,         1,       5,       2, GJB_Rinse,       0
    42,   P-20706,   2022/04/06 17:39:06,           1-05,       2,        -3.135,       -39.508,         18419,      -1,    1,                                        ,                                        ,                 H2O, 1649288652.06,         0.301,         0.732,        74.204,        -0.000,         0.003,         1.765,      1298.926,         2.514,         2.939,       111.415,         0.874,         0.448,        0.0000,        0.0000,    1,        45.750,         1,       5,       2, GJB_Rinse,       0
    43,   P-20706,   2022/04/06 17:48:02,           1-05,       3,        -3.079,       -39.204,         18377,      -1,    1,                                        ,                                        ,                 H2O, 1649289188.81,         0.332,         0.715,        71.468,         0.000,        -0.001,         1.702,      1298.758,         2.307,         2.906,       110.692,         0.884,         0.102,        0.0000,        0.0000,    1,        45.812,         1,       5,       2, GJB_Rinse,       0
    44,   P-20706,   2022/04/06 17:56:59,           1-05,       4,        -3.159,       -39.028,         18369,       0,    1,                                        ,                                        ,                 H2O, 1649289725.77,         0.312,         0.768,        71.370,         0.001,         0.002,         1.703,      1298.407,         1.996,         2.918,       113.146,         0.872,         0.310,       -0.0000,       -0.0000,    1,        45.875,         1,       5,       2, GJB_Rinse,       0
    45,   P-20707,   2022/04/06 18:06:50,           1-06,       1,        -3.513,       -43.552,         18446,      -1,    1,                                        ,                                        ,                 H2O, 1649290316.38,         0.325,         0.794,        73.018,         0.001,         0.003,         1.739,      1298.961,         2.120,         2.973,       112.584,         0.874,         0.329,        0.0000,        0.0000,    1,        46.000,         1,       6,       2, GJB_Rinse,       0
    46,   P-20707,   2022/04/06 18:15:46,           1-06,       2,        -3.552,       -44.220,         18190,      -1,    1,                                        ,                                        ,                 H2O, 1649290852.72,         0.324,         0.754,        70.808,         0.001,         0.004,         1.681,      1297.062,         2.228,         2.901,       110.766,         0.865,         0.419,        0.0000,        0.0000,    1,        46.000,         1,       6,       2, GJB_Rinse,       0
    47,   P-20707,   2022/04/06 18:24:43,           1-06,       3,        -3.580,       -44.132,         18331,      -1,    1,                                        ,                                        ,                 H2O, 1649291389.58,         0.323,         0.680,        71.020,         0.001,         0.001,         1.681,      1297.909,         2.337,         2.927,       112.362,         0.868,         0.473,        0.0000,        0.0000,    1,        46.000,         1,       6,       2, GJB_Rinse,       0
    48,   P-20707,   2022/04/06 18:33:39,           1-06,       4,        -3.556,       -44.172,         18357,       0,    1,                                        ,                                        ,                 H2O, 1649291925.84,         0.319,         0.730,        72.004,         0.001,         0.001,         1.718,      1298.269,         2.256,         2.931,       112.532,         0.867,         0.407,        0.0000,        0.0000,    1,        46.000,         1,       6,       2, GJB_Rinse,       0
    49,   P-20708,   2022/04/06 18:43:30,           1-07,       1,        -4.148,       -40.249,         18789,      -1,    1,                                        ,                                        ,                 H2O, 1649292516.39,         0.334,         0.797,        72.502,         0.001,         0.002,         1.730,      1301.252,         2.029,         2.986,       114.620,         0.866,         0.185,       -0.0000,       -0.0000,    1,        45.875,         1,       7,       2, GJB_Rinse,       0
    50,   P-20708,   2022/04/06 18:52:27,           1-07,       2,        -4.243,       -40.105,         18363,      -1,    1,                                        ,                                        ,                 H2O, 1649293053.67,         0.312,         0.752,        73.448,         0.001,         0.005,         1.749,      1298.354,         2.214,         2.872,       111.259,         0.869,         0.099,       -0.0000,       -0.0000,    1,        45.688,         1,       7,       2, GJB_Rinse,       0
    51,   P-20708,   2022/04/06 19:01:24,           1-07,       3,        -4.234,       -40.335,         18321,      -1,    1,                                        ,                                        ,                 H2O, 1649293590.03,         0.314,         0.814,        75.105,         0.001,         0.004,         1.779,      1297.584,         2.670,         2.926,       111.712,         0.863,         0.461,        0.0000,        0.0000,    1,        45.688,         1,       7,       2, GJB_Rinse,       0
    52,   P-20708,   2022/04/06 19:10:21,           1-07,       4,        -4.170,       -39.781,         18755,       0,    1,                                        ,                                        ,                 H2O, 1649294127.86,         0.302,         0.729,        73.943,         0.001,         0.001,         1.753,      1300.533,         2.153,         3.052,       116.556,         0.867,         0.704,        0.0000,        0.0000,    1,        45.562,         1,       7,       2, GJB_Rinse,       0
    53,   P-20709,   2022/04/06 19:20:08,           1-08,       1,        -3.489,       -36.185,         18797,      -1,    1,                                        ,                                        ,                 H2O, 1649294714.63,         0.302,         0.669,        72.706,         0.000,         0.001,         1.724,      1301.128,         1.694,         3.098,       116.568,         0.861,         0.716,        0.0000,        0.0000,    1,        45.500,         1,       8,       2, GJB_Rinse,       0
    54,   P-20709,   2022/04/06 19:29:05,           1-08,       2,        -3.500,       -36.230,         18009,      -1,    1,                                        ,                                        ,                 H2O, 1649295250.97,         0.308,         0.730,        73.176,         0.001,         0.001,         1.739,      1295.508,         2.544,         2.847,       108.492,         0.865,         0.310,       -0.0000,       -0.0000,    1,        45.500,         1,       8,       2, GJB_Rinse,       0
    55,   P-20709,   2022/04/06 19:38:02,           1-08,       3,        -3.490,       -36.071,         18680,      -1,    1,                                        ,                                        ,                 H2O, 1649295788.83,         0.278,         0.774,        72.323,         0.001,         0.003,         1.715,      1300.491,         1.812,         2.983,       114.673,         0.862,         0.242,       -0.0000,       -0.0000,    1,        45.500,         1,       8,       2, GJB_Rinse,       0
    56,   P-20709,   2022/04/06 19:46:57,           1-08,       4,        -3.453,       -35.912,         18605,       0,    1,                                        ,                                        ,                 H2O, 1649296323.61,         0.342,         0.721,        73.464,         0.001,         0.002,         1.748,      1299.580,         2.899,         2.981,       113.029,         0.863,         0.595,        0.0000,        0.0000,    1,        45.625,         1,       8,       2, GJB_Rinse,       0
    57,   P-20710,   2022/04/06 19:56:45,           1-09,       1,        -4.325,       -43.097,         17754,      -1,    1,                                        ,                                        ,                 H2O, 1649296911.77,         0.316,         0.723,        71.324,         0.001,         0.001,         1.693,      1293.581,         1.985,         2.847,       109.179,         0.866,         0.343,        0.0000,        0.0000,    1,        45.750,         1,       9,       2, GJB_Rinse,       0
    58,   P-20710,   2022/04/06 20:05:42,           1-09,       2,        -4.295,       -43.814,         17661,      -1,    1,                                        ,                                        ,                 H2O, 1649297448.93,         0.298,         0.790,        69.602,         0.001,         0.000,         1.668,      1293.136,         1.624,         2.800,       109.383,         0.869,         0.361,       -0.0000,       -0.0000,    1,        45.875,         1,       9,       2, GJB_Rinse,       0
    59,   P-20710,   2022/04/06 20:14:39,           1-09,       3,        -4.343,       -44.057,         17341,      -1,    1,                                        ,                                        ,                 H2O, 1649297985.43,         0.301,         0.726,        70.003,         0.001,        -0.001,         1.671,      1290.625,         2.317,         2.752,       106.378,         0.867,         0.440,        0.0000,        0.0000,    1,        45.875,         1,       9,       2, GJB_Rinse,       0
    60,   P-20710,   2022/04/06 20:23:35,           1-09,       4,        -4.332,       -43.841,         17789,       0,    1,                                        ,                                        ,                 H2O, 1649298522.17,         0.294,         0.701,        69.534,         0.001,         0.003,         1.645,      1293.895,         2.151,         2.838,       109.671,         0.862,         0.530,        0.0000,        0.0000,    1,        46.000,         1,       9,       2, GJB_Rinse,       0
    61,   P-20711,   2022/04/06 20:33:24,           1-10,       1,        -4.710,       -47.879,         18277,      -1,    1,                                        ,                                        ,                 H2O, 1649299111.30,         0.319,         0.719,        70.436,         0.002,         0.001,         1.680,      1297.420,         2.570,         2.899,       110.790,         0.872,         0.243,        0.0000,        0.0000,    1,        45.938,         1,      10,       2, GJB_Rinse,       0
    62,   P-20711,   2022/04/06 20:42:21,           1-10,       2,        -4.671,       -48.422,         18368,      -1,    1,                                        ,                                        ,                 H2O, 1649299647.79,         0.324,         0.746,        71.370,         0.002,         0.002,         1.691,      1298.114,         2.260,         2.918,       112.201,         0.862,         0.349,        0.0000,        0.0000,    1,        45.938,         1,      10,       2, GJB_Rinse,       0
    63,   P-20711,   2022/04/06 20:51:18,           1-10,       3,        -4.697,       -48.407,         18358,      -1,    1,                                        ,                                        ,                 H2O, 1649300184.37,         0.300,         0.732,        73.288,         0.001,        -0.000,         1.730,      1298.099,         2.193,         2.926,       112.565,         0.861,         0.573,        0.0000,        0.0000,    1,        45.750,         1,      10,       2, GJB_Rinse,       0
    64,   P-20711,   2022/04/06 21:00:16,           1-10,       4,        -4.636,       -48.414,         18170,       0,    1,                                        ,                                        ,                 H2O, 1649300722.00,         0.315,         0.741,        70.672,         0.001,         0.005,         1.696,      1296.706,         1.681,         2.955,       113.288,         0.861,         0.693,        0.0000,        0.0000,    1,        45.688,         1,      10,       2, GJB_Rinse,       0
    65,   P-20712,   2022/04/06 21:10:04,           1-11,       1,        -3.731,       -38.010,         18220,      -1,    1,                                        ,                                        ,                 H2O, 1649301310.40,         0.327,         0.692,        72.527,        -0.000,         0.003,         1.728,      1297.044,         1.952,         2.921,       111.364,         0.863,         0.334,        0.0000,        0.0000,    1,        45.500,         1,      11,       2, GJB_Rinse,       0
    66,   P-20712,   2022/04/06 21:19:01,           1-11,       2,        -3.681,       -36.871,         18181,      -1,    1,                                        ,                                        ,                 H2O, 1649301847.30,         0.316,         0.747,        73.168,         0.002,        -0.000,         1.740,      1296.933,         1.396,         2.966,       112.954,         0.863,         0.551,       -0.0000,       -0.0000,    1,        45.500,         1,      11,       2, GJB_Rinse,       0
    67,   P-20712,   2022/04/06 21:27:57,           1-11,       3,        -3.694,       -36.768,         18196,      -1,    1,                                        ,                                        ,                 H2O, 1649302383.56,         0.290,         0.746,        76.067,        -0.000,         0.000,         1.803,      1297.306,         1.885,         2.859,       110.238,         0.866,         0.066,        0.0000,        0.0000,    1,        45.500,         1,      11,       2, GJB_Rinse,       0
    68,   P-20712,   2022/04/06 21:36:54,           1-11,       4,        -3.754,       -36.842,         18075,       0,    1,                                        ,                                        ,                 H2O, 1649302920.49,         0.296,         0.711,        71.414,         0.001,         0.001,         1.702,      1296.317,         2.223,         2.804,       109.227,         0.863,         0.135,        0.0000,        0.0000,    1,        45.625,         1,      11,       2, GJB_Rinse,       0
    69,   P-20713,   2022/04/06 21:46:43,           1-12,       1,        -2.218,       -51.970,         17561,      -1,    1,                                        ,                                        ,                 H2O, 1649303509.35,         0.288,         0.834,        69.759,         0.001,         0.004,         1.671,      1457.351,        -8.479,         2.860,       110.474,         0.873,        -1.270,       -0.0000,       -0.0000,    1,        45.750,         1,      12,       2, GJB_Rinse,       0
    70,   P-20713,   2022/04/06 21:55:39,           1-12,       2,        -2.263,       -53.686,         17439,      -1,    1,                                        ,                                        ,                 H2O, 1649304045.47,         0.359,         0.854,        71.420,         0.001,         0.002,         1.707,      1457.795,        -8.392,         2.726,       108.692,         0.866,        -1.597,        0.0000,        0.0000,    1,        45.812,         1,      12,       2, GJB_Rinse,       0
    71,   P-20713,   2022/04/06 22:04:35,           1-12,       3,        -2.140,       -53.631,         17923,      -1,    1,                                        ,                                        ,                 H2O, 1649304581.45,         0.328,         0.781,        72.736,         0.000,         0.004,         1.729,      1466.202,        -8.429,         2.876,       112.670,         0.870,        -1.306,       -0.0000,       -0.0000,    1,        45.812,         1,      12,       2, GJB_Rinse,       0
    72,   P-20713,   2022/04/06 22:13:31,           1-12,       4,        -2.139,       -53.586,         18099,       0,    1,                                        ,                                        ,                 H2O, 1649305117.20,         0.307,         0.807,        72.679,         0.001,         0.005,         1.725,      1469.772,        -8.775,         2.883,       113.884,         0.870,        -1.267,        0.0000,        0.0000,    1,        45.750,         1,      12,       2, GJB_Rinse,       0
    73,   P-20714,   2022/04/06 22:23:20,           1-13,       1,        -7.353,       -59.137,         18315,      -1,    1,                                        ,                                        ,                 H2O, 1649305705.76,         0.302,         0.679,        69.647,        -0.000,         0.001,         1.673,      1301.588,         1.735,         2.991,       112.735,         0.866,         0.481,        0.0000,        0.0000,    1,        45.812,         1,      13,       2, GJB_Rinse,       0
    74,   P-20714,   2022/04/06 22:32:16,           1-13,       2,        -7.447,       -59.456,         18328,      -1,    1,                                        ,                                        ,                 H2O, 1649306242.39,         0.306,         0.671,        73.011,         0.001,         0.003,         1.727,      1299.253,         2.125,         2.914,       111.994,         0.864,         0.401,        0.0000,        0.0000,    1,        45.938,         1,      13,       2, GJB_Rinse,       0
