  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
    21,   P-22040,   2022/11/02 15:02:56,           1-03,       1,       -13.645,       -95.386,         13474,      -1,    1,                                        ,                                        ,                 H2O, 1667423281.81,         0.204,         0.932,        61.898,         0.002,        -0.005,         1.501,        58.308,        31.192,         2.231,        66.762,         0.856,        -0.961,       -0.0000,       -0.0000,    1,        42.312,         1,       3,       1, GJB_Rinse,       0
    22,   P-22040,   2022/11/02 15:11:53,           1-03,       2,       -14.315,      -105.575,         13219,      -1,    1,                                        ,                                        ,                 H2O, 1667423818.58,         0.224,         0.750,        62.023,         0.001,         0.006,         1.512,        57.689,        30.829,         2.180,        64.849,         0.856,        -0.840,        0.0000,        0.0000,    1,        42.438,         1,       3,       1, GJB_Rinse,       0
    23,   P-22040,   2022/11/02 15:20:50,           1-03,       3,       -14.433,      -107.934,         13145,      -1,    1,                                        ,                                        ,                 H2O, 1667424354.64,         0.205,         0.805,        63.607,         0.001,         0.004,         1.562,        57.774,        30.799,         2.154,        63.398,         0.856,        -1.124,       -0.0000,       -0.0000,    1,        42.438,         1,       3,       1, GJB_Rinse,       0
    24,   P-22040,   2022/11/02 15:29:46,           1-03,       4,       -14.459,      -108.891,         12976,       0,    1,                                        ,                                        ,                 H2O, 1667424891.20,         0.198,         0.831,        59.121,         0.002,         0.003,         1.451,        57.279,        29.984,         2.132,        63.786,         0.856,        -0.988,       -0.0000,       -0.0000,    1,        42.438,         1,       3,       1, GJB_Rinse,       0
    25,   P-22040,   2022/11/02 15:38:43,           1-03,       5,       -14.553,      -110.008,         13080,       0,    1,                                        ,                                        ,                 H2O, 1667425428.36,         0.199,         0.665,        59.125,         0.001,         0.003,         1.451,        57.687,        30.244,         2.155,        64.571,         0.856,        -1.051,       -0.0000,       -0.0000,    1,        42.438,         1,       3,       1, GJB_Rinse,       0
    26,   P-22040,   2022/11/02 15:47:40,           1-03,       6,       -14.538,      -110.221,         13085,       0,    1,                                        ,                                        ,                 H2O, 1667425965.13,         0.216,         0.698,        63.242,         0.002,         0.001,         1.555,        57.879,        30.112,         2.152,        64.366,         0.856,        -0.981,       -0.0000,       -0.0000,    1,        42.625,         1,       3,       1, GJB_Rinse,       0
    27,   P-22040,   2022/11/02 15:56:37,           1-03,       7,       -14.562,      -110.706,         13087,       0,    1,                                        ,                                        ,                 H2O, 1667426502.00,         0.202,         0.818,        64.325,         0.001,         0.004,         1.577,        58.607,        30.217,         2.153,        64.080,         0.856,        -0.935,        0.0000,        0.0000,    1,        42.688,         1,       3,       1, GJB_Rinse,       0
    28,   P-22040,   2022/11/02 16:05:32,           1-03,       8,       -14.576,      -110.911,         13134,       0,    1,                                        ,                                        ,                 H2O, 1667427037.80,         0.194,         0.757,        60.034,         0.001,         0.004,         1.485,        58.920,        30.487,         2.161,        65.004,         0.856,        -0.934,       -0.0000,       -0.0000,    1,        42.625,         1,       3,       1, GJB_Rinse,       0
    29,   P-22040,   2022/11/02 16:14:30,           1-03,       9,       -14.603,      -111.212,         13045,       0,    1,                                        ,                                        ,                 H2O, 1667427574.73,         0.208,         0.757,        62.680,         0.001,         0.004,         1.538,        58.427,        30.304,         2.142,        63.800,         0.856,        -0.913,       -0.0000,       -0.0000,    1,        42.500,         1,       3,       1, GJB_Rinse,       0
    30,   P-22040,   2022/11/02 16:23:27,           1-03,      10,       -14.554,      -111.076,         13042,       0,    1,                                        ,                                        ,                 H2O, 1667428111.88,         0.198,         0.795,        59.800,         0.001,         0.000,         1.480,        58.514,        30.366,         2.137,        63.314,         0.856,        -0.986,       -0.0000,       -0.0000,    1,        42.375,         1,       3,       1, GJB_Rinse,       0
    31,   P-22041,   2022/11/02 16:33:15,           1-04,       1,        -9.336,       -72.179,         13378,      -1,    1,                                        ,                                        ,                 H2O, 1667428700.12,         0.213,         0.838,        64.226,         0.001,         0.006,         1.568,        58.126,        30.813,         2.259,        67.996,         0.856,        -0.742,       -0.0000,       -0.0000,    1,        42.438,         1,       4,       1, GJB_Rinse,       0
    32,   P-22041,   2022/11/02 16:42:12,           1-04,       2,        -9.157,       -68.758,         12838,      -1,    1,                                        ,                                        ,                 H2O, 1667429236.82,         0.203,         0.835,        63.278,         0.001,         0.003,         1.559,        56.917,        29.373,         2.174,        65.283,         0.856,        -0.905,       -0.0000,       -0.0000,    1,        42.438,         1,       4,       1, GJB_Rinse,       0
    33,   P-22041,   2022/11/02 16:51:08,           1-04,       3,        -9.090,       -68.059,         13154,      -1,    1,                                        ,                                        ,                 H2O, 1667429773.37,         0.200,         0.747,        61.324,         0.001,         0.003,         1.504,        58.124,        29.875,         2.230,        67.827,         0.856,        -0.738,       -0.0000,       -0.0000,    1,        42.375,         1,       4,       1, GJB_Rinse,       0
    34,   P-22041,   2022/11/02 17:00:05,           1-04,       4,        -9.091,       -67.477,         12995,       0,    1,                                        ,                                        ,                 H2O, 1667430310.15,         0.197,         0.789,        64.033,         0.001,        -0.001,         1.572,        58.031,        30.369,         2.196,        64.024,         0.855,        -1.243,        0.0000,        0.0000,    1,        42.062,         1,       4,       1, GJB_Rinse,       0
    35,   P-22041,   2022/11/02 17:09:01,           1-04,       5,        -9.066,       -67.512,         13006,       0,    1,                                        ,                                        ,                 H2O, 1667430846.35,         0.199,         0.764,        62.870,         0.001,         0.000,         1.556,        57.613,        30.358,         2.190,        64.793,         0.856,        -1.078,        0.0000,        0.0000,    1,        42.125,         1,       4,       1, GJB_Rinse,       0
    36,   P-22041,   2022/11/02 17:17:56,           1-04,       6,        -9.104,       -67.312,         13000,       0,    1,                                        ,                                        ,                 H2O, 1667431382.21,         0.204,         0.767,        62.739,         0.001,        -0.003,         1.544,        57.688,        29.712,         2.206,        66.629,         0.856,        -0.816,       -0.0000,       -0.0000,    1,        42.000,         1,       4,       1, GJB_Rinse,       0
    37,   P-22041,   2022/11/02 17:26:53,           1-04,       7,        -9.035,       -67.155,         13003,       0,    1,                                        ,                                        ,                 H2O, 1667431918.68,         0.207,         0.760,        62.900,         0.001,        -0.002,         1.544,        57.911,        30.181,         2.200,        64.088,         0.856,        -1.082,        0.0000,        0.0000,    1,        41.938,         1,       4,       1, GJB_Rinse,       0
    38,   P-22041,   2022/11/02 17:35:50,           1-04,       8,        -9.068,       -66.939,         13136,       0,    1,                                        ,                                        ,                 H2O, 1667432455.41,         0.199,         0.776,        59.501,         0.001,         0.001,         1.461,        58.319,        30.698,         2.240,        65.244,         0.856,        -1.072,       -0.0000,       -0.0000,    1,        42.062,         1,       4,       1, GJB_Rinse,       0
    39,   P-22041,   2022/11/02 17:44:46,           1-04,       9,        -9.080,       -67.281,         13223,       0,    1,                                        ,                                        ,                 H2O, 1667432991.41,         0.191,         0.751,        64.531,         0.001,         0.000,         1.575,        59.859,        31.240,         2.210,        63.738,         0.856,        -1.338,        0.0000,        0.0000,    1,        42.062,         1,       4,       1, GJB_Rinse,       0
    40,   P-22041,   2022/11/02 17:53:42,           1-04,      10,        -9.053,       -67.181,         13048,       0,    1,                                        ,                                        ,                 H2O, 1667433527.53,         0.214,         0.827,        60.959,         0.000,         0.000,         1.496,        58.960,        30.114,         2.199,        65.150,         0.856,        -0.877,       -0.0000,       -0.0000,    1,        42.062,         1,       4,       1, GJB_Rinse,       0
    41,   P-22042,   2022/11/02 18:03:32,           1-05,       1,        -7.459,       -52.219,         13333,      -1,    1,                                        ,                                        ,                 H2O, 1667434117.50,         0.194,         0.749,        61.751,         0.002,         0.000,         1.518,        57.781,        31.215,         2.271,        66.314,         0.856,        -1.136,       -0.0000,       -0.0000,    1,        42.125,         1,       5,       2, GJB_Rinse,       0
    42,   P-22042,   2022/11/02 18:12:28,           1-05,       2,        -7.467,       -51.013,         13005,      -1,    1,                                        ,                                        ,                 H2O, 1667434653.34,         0.193,         0.721,        58.590,         0.001,        -0.001,         1.438,        56.791,        30.333,         2.234,        66.115,         0.856,        -0.960,       -0.0000,       -0.0000,    1,        42.312,         1,       5,       2, GJB_Rinse,       0
    43,   P-22042,   2022/11/02 18:21:25,           1-05,       3,        -7.402,       -50.708,         13026,      -1,    1,                                        ,                                        ,                 H2O, 1667435190.20,         0.199,         0.749,        61.620,         0.001,         0.000,         1.513,        56.853,        29.702,         2.227,        67.156,         0.856,        -0.733,        0.0000,        0.0000,    1,        42.312,         1,       5,       2, GJB_Rinse,       0
    44,   P-22042,   2022/11/02 18:30:22,           1-05,       4,        -7.409,       -50.598,         13040,       0,    1,                                        ,                                        ,                 H2O, 1667435727.41,         0.211,         0.778,        63.604,         0.001,         0.002,         1.559,        56.868,        30.200,         2.239,        65.746,         0.857,        -1.035,       -0.0000,       -0.0000,    1,        42.125,         1,       5,       2, GJB_Rinse,       0
    45,   P-22043,   2022/11/02 18:40:11,           1-06,       1,        -7.357,       -49.817,         12796,      -1,    1,                                        ,                                        ,                 H2O, 1667436316.26,         0.191,         0.874,        62.960,         0.001,         0.001,         1.545,        56.378,        29.808,         2.185,        63.397,         0.856,        -1.242,       -0.0000,       -0.0000,    1,        42.188,         1,       6,       2, GJB_Rinse,       0
    46,   P-22043,   2022/11/02 18:49:07,           1-06,       2,        -7.373,       -49.852,         12997,      -1,    1,                                        ,                                        ,                 H2O, 1667436852.74,         0.196,         0.839,        61.548,        -0.000,        -0.004,         1.515,        56.687,        29.545,         2.237,        66.971,         0.856,        -0.744,       -0.0000,       -0.0000,    1,        42.188,         1,       6,       2, GJB_Rinse,       0
    47,   P-22043,   2022/11/02 18:58:04,           1-06,       3,        -7.330,       -49.625,         13122,      -1,    1,                                        ,                                        ,                 H2O, 1667437389.57,         0.192,         0.796,        59.870,         0.000,        -0.001,         1.468,        57.069,        30.048,         2.249,        67.226,         0.856,        -0.991,       -0.0000,       -0.0000,    1,        42.000,         1,       6,       2, GJB_Rinse,       0
    48,   P-22043,   2022/11/02 19:07:01,           1-06,       4,        -7.408,       -50.105,         12724,       0,    1,                                        ,                                        ,                 H2O, 1667437926.26,         0.194,         0.752,        61.514,         0.001,         0.001,         1.513,        56.012,        29.379,         2.187,        65.013,         0.855,        -0.935,       -0.0000,       -0.0000,    1,        42.000,         1,       6,       2, GJB_Rinse,       0
    49,   P-22044,   2022/11/02 19:16:52,           1-07,       1,        -8.539,       -57.266,         13363,      -1,    1,                                        ,                                        ,                 H2O, 1667438517.27,         0.196,         0.869,        63.969,         0.001,        -0.004,         1.561,        57.528,        31.718,         2.264,        64.848,         0.856,        -1.360,        0.0000,        0.0000,    1,        42.188,         1,       7,       2, GJB_Rinse,       0
    50,   P-22044,   2022/11/02 19:25:49,           1-07,       2,        -8.577,       -57.856,         13135,      -1,    1,                                        ,                                        ,                 H2O, 1667439053.97,         0.211,         0.808,        63.385,         0.001,         0.002,         1.546,        57.015,        30.832,         2.221,        64.684,         0.856,        -1.096,        0.0000,        0.0000,    1,        42.375,         1,       7,       2, GJB_Rinse,       0
    51,   P-22044,   2022/11/02 19:34:45,           1-07,       3,        -8.534,       -57.630,         13086,      -1,    1,                                        ,                                        ,                 H2O, 1667439590.31,         0.206,         0.797,        63.015,         0.001,         0.002,         1.548,        56.769,        30.221,         2.233,        66.361,         0.856,        -0.831,        0.0000,        0.0000,    1,        42.250,         1,       7,       2, GJB_Rinse,       0
    52,   P-22044,   2022/11/02 19:43:42,           1-07,       4,        -8.606,       -58.123,         13058,       0,    1,                                        ,                                        ,                 H2O, 1667440127.22,         0.186,         0.773,        64.392,         0.000,         0.001,         1.585,        56.751,        30.185,         2.220,        65.994,         0.856,        -0.986,        0.0000,        0.0000,    1,        42.125,         1,       7,       2, GJB_Rinse,       0
    53,   P-22045,   2022/11/02 19:53:29,           1-08,       1,       -10.293,       -80.444,         13099,      -1,    1,                                        ,                                        ,                 H2O, 1667440714.62,         0.212,         0.752,        60.473,         0.001,        -0.002,         1.479,        56.683,        30.392,         2.191,        65.361,         0.856,        -0.974,       -0.0000,       -0.0000,    1,        42.062,         1,       8,       2, GJB_Rinse,       0
    54,   P-22045,   2022/11/02 20:02:26,           1-08,       2,       -10.333,       -82.284,         13018,      -1,    1,                                        ,                                        ,                 H2O, 1667441251.39,         0.227,         0.836,        62.473,         0.001,         0.003,         1.528,        56.684,        30.147,         2.157,        64.173,         0.856,        -1.053,       -0.0000,       -0.0000,    1,        42.125,         1,       8,       2, GJB_Rinse,       0
    55,   P-22045,   2022/11/02 20:11:22,           1-08,       3,       -10.335,       -82.761,         12963,      -1,    1,                                        ,                                        ,                 H2O, 1667441787.76,         0.207,         0.743,        62.645,         0.002,        -0.000,         1.546,        56.431,        30.578,         2.172,        62.855,         0.855,        -1.137,        0.0000,        0.0000,    1,        42.250,         1,       8,       2, GJB_Rinse,       0
    56,   P-22045,   2022/11/02 20:20:19,           1-08,       4,       -10.374,       -83.387,         12917,       0,    1,                                        ,                                        ,                 H2O, 1667442324.70,         0.197,         0.777,        62.629,         0.001,         0.000,         1.548,        56.229,        30.261,         2.152,        63.676,         0.856,        -1.011,       -0.0000,       -0.0000,    1,        42.375,         1,       8,       2, GJB_Rinse,       0
    57,   P-22046,   2022/11/02 20:30:07,           1-09,       1,        -8.874,       -59.069,         13057,      -1,    1,                                        ,                                        ,                 H2O, 1667442912.55,         0.216,         0.780,        60.946,         0.000,         0.005,         1.496,        56.603,        29.710,         2.223,        67.585,         0.856,        -0.719,        0.0000,        0.0000,    1,        42.375,         1,       9,       2, GJB_Rinse,       0
    58,   P-22046,   2022/11/02 20:39:04,           1-09,       2,        -8.796,       -57.087,         12961,      -1,    1,                                        ,                                        ,                 H2O, 1667443449.36,         0.198,         0.777,        64.294,         0.001,        -0.000,         1.580,        56.355,        29.998,         2.220,        65.914,         0.856,        -0.933,       -0.0000,       -0.0000,    1,        42.188,         1,       9,       2, GJB_Rinse,       0
    59,   P-22046,   2022/11/02 20:48:00,           1-09,       3,        -8.823,       -56.755,         12955,      -1,    1,                                        ,                                        ,                 H2O, 1667443985.95,         0.209,         0.729,        63.340,         0.001,         0.001,         1.554,        56.408,        29.887,         2.200,        65.836,         0.856,        -0.970,       -0.0000,       -0.0000,    1,        42.250,         1,       9,       2, GJB_Rinse,       0
    60,   P-22046,   2022/11/02 20:56:56,           1-09,       4,        -8.817,       -56.445,         13074,       0,    1,                                        ,                                        ,                 H2O, 1667444521.81,         0.205,         0.733,        63.680,         0.001,         0.001,         1.565,        56.752,        30.405,         2.224,        64.983,         0.856,        -1.137,       -0.0000,       -0.0000,    1,        42.312,         1,       9,       2, GJB_Rinse,       0
    61,   P-22047,   2022/11/02 21:06:44,           1-10,       1,        -5.141,       -37.097,         13082,      -1,    1,                                        ,                                        ,                 H2O, 1667445109.97,         0.209,         0.703,        62.377,         0.001,        -0.003,         1.529,        56.672,        30.549,         2.254,        65.689,         0.856,        -1.197,        0.0000,        0.0000,    1,        42.438,         1,      10,       2, GJB_Rinse,       0
    62,   P-22047,   2022/11/02 21:15:40,           1-10,       2,        -5.004,       -35.435,         13040,      -1,    1,                                        ,                                        ,                 H2O, 1667445645.78,         0.193,         0.784,        61.280,        -0.000,        -0.001,         1.500,        56.688,        30.133,         2.242,        65.616,         0.856,        -1.127,        0.0000,        0.0000,    1,        42.438,         1,      10,       2, GJB_Rinse,       0
    63,   P-22047,   2022/11/02 21:24:36,           1-10,       3,        -4.936,       -34.756,         13199,      -1,    1,                                        ,                                        ,                 H2O, 1667446181.21,         0.190,         0.787,        67.408,         0.000,         0.005,         1.655,        57.097,        30.756,         2.270,        65.391,         0.856,        -1.260,        0.0000,        0.0000,    1,        42.375,         1,      10,       2, GJB_Rinse,       0
    64,   P-22047,   2022/11/02 21:33:33,           1-10,       4,        -5.007,       -34.788,         13098,       0,    1,                                        ,                                        ,                 H2O, 1667446718.50,         0.200,         0.756,        68.269,         0.001,         0.001,         1.669,        56.650,        30.458,         2.267,        66.824,         0.856,        -1.068,       -0.0000,       -0.0000,    1,        42.438,         1,      10,       2, GJB_Rinse,       0
    65,   P-22048,   2022/11/02 21:43:21,           1-11,       1,        -5.450,       -57.283,         13219,      -1,    1,                                        ,                                        ,                 H2O, 1667447306.39,         0.200,         0.777,        61.376,         0.000,        -0.000,         1.511,        57.364,        30.389,         2.275,        66.512,         0.855,        -1.134,       -0.0000,       -0.0000,    1,        42.500,         1,      11,       2, GJB_Rinse,       0
    66,   P-22048,   2022/11/02 21:52:16,           1-11,       2,        -5.444,       -59.152,         13051,      -1,    1,                                        ,                                        ,                 H2O, 1667447842.27,         0.199,         0.828,        60.131,         0.000,         0.001,         1.473,        56.997,        29.877,         2.241,        66.041,         0.856,        -1.167,       -0.0000,       -0.0000,    1,        42.438,         1,      11,       2, GJB_Rinse,       0
    67,   P-22048,   2022/11/02 22:01:12,           1-11,       3,        -5.459,       -59.787,         13037,      -1,    1,                                        ,                                        ,                 H2O, 1667448377.91,         0.198,         0.662,        63.668,         0.001,         0.002,         1.563,        56.961,        30.305,         2.244,        65.004,         0.856,        -1.214,       -0.0000,       -0.0000,    1,        42.375,         1,      11,       2, GJB_Rinse,       0
    68,   P-22048,   2022/11/02 22:10:08,           1-11,       4,        -5.473,       -60.172,         13161,       0,    1,                                        ,                                        ,                 H2O, 1667448913.91,         0.211,         0.745,        63.011,         0.001,         0.003,         1.550,        57.139,        30.554,         2.264,        65.738,         0.856,        -1.152,       -0.0000,       -0.0000,    1,        42.500,         1,      11,       2, GJB_Rinse,       0
    69,   P-22049,   2022/11/02 22:19:57,           1-12,       1,        -4.058,       -53.920,         12497,      -1,    1,                                        ,                                        ,                 H2O, 1667449503.16,         0.273,         1.129,        57.805,         0.002,         0.002,         1.430,       898.588,         0.021,         2.344,        52.050,         0.859,        -1.969,       -0.0000,       -0.0000,    1,        42.438,         1,      12,       2, GJB_Rinse,       0
    70,   P-22049,   2022/11/02 22:28:54,           1-12,       2,        -3.997,       -53.219,         12407,      -1,    1,                                        ,                                        ,                 H2O, 1667450039.82,         0.294,         1.103,        62.954,         0.001,         0.005,         1.557,       895.078,         0.072,         2.314,        51.088,         0.859,        -2.113,       -0.0000,       -0.0000,    1,        42.500,         1,      12,       2, GJB_Rinse,       0
    71,   P-22049,   2022/11/02 22:37:50,           1-12,       3,        -3.982,       -53.120,         12911,      -1,    1,                                        ,                                        ,                 H2O, 1667450575.96,         0.302,         1.040,        61.494,         0.001,        -0.002,         1.509,       920.889,         0.308,         2.402,        52.738,         0.860,        -2.018,       -0.0000,       -0.0000,    1,        42.438,         1,      12,       2, GJB_Rinse,       0
    72,   P-22049,   2022/11/02 22:46:47,           1-12,       4,        -4.017,       -53.122,         12355,       0,    1,                                        ,                                        ,                 H2O, 1667451112.70,         0.274,         1.228,        61.190,         0.001,         0.004,         1.523,       894.362,         0.373,         2.298,        49.445,         0.859,        -2.239,       -0.0000,       -0.0000,    1,        42.438,         1,      12,       2, GJB_Rinse,       0
    73,   P-22050,   2022/11/02 22:56:36,           1-13,       1,        -8.755,       -65.077,         13254,      -1,    1,                                        ,                                        ,                 H2O, 1667451701.30,         0.213,         0.678,        63.266,         0.001,         0.002,         1.554,        69.449,        30.582,         2.257,        66.353,         0.856,        -1.025,       -0.0000,       -0.0000,    1,        42.500,         1,      13,       2, GJB_Rinse,       0
    74,   P-22050,   2022/11/02 23:05:33,           1-13,       2,        -8.869,       -65.883,         13179,      -1,    1,                                        ,                                        ,                 H2O, 1667452238.09,         0.206,         0.802,        65.924,         0.001,         0.001,         1.618,        69.650,        30.065,         2.224,        65.803,         0.856,        -0.942,       -0.0000,       -0.0000,    1,        42.500,         1,      13,       2, GJB_Rinse,       0
