"Sample_ID","Site_ID","Site_Name","Latitude","Longitude","Elevation","Type","Start_Date","Start_Time_Zone","Collection_Date","Collection_Time_Zone","Phase","Depth_meters","Sample_Comments","d2H","d18O","D17O","d2H_Analytical_SD","d18O_Analytical_SD","D17O_Analytical_SD","WI_Analysis_Source","Project_ID","Bout","Dex","BaseShift","SlopeShift","Residuals","BaseCurve","CH4","Instrument","d18O.off","d18O.off.pw","d2H.off","d2H.off.pw","d18O.oc","d2H.oc"
"20-196_NIWO1-010-1","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.05,"no depth info given",-116.8773178885,-12.1538122378,NA,0.0548317654274787,0.00421955882415731,NA,"SPATIAL",384,"NIWO1",-19.6468199861,-9.05513333333336,-0.122483333333333,-0.21965,-8.34383333333333,0.0576666666666667,"HIDS2052",-0.385354268617207,0.744086056878174,-0.321640097135882,8.3623860342987,-11.7684579691828,-116.555677791364
"20-196_NIWO1-1020-1","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.15,"no depth info given",-152.1749174857,-18.7083641954,NA,0.2007848589765,0.0196104324422718,NA,"SPATIAL",384,"NIWO1",-2.5080039225,-0.140200000000007,-0.364050000000002,-0.12975,-2.0163,0.0982,"HIDS2046",-0.216803425793435,0.742119430875211,-0.323326375472554,8.36240544154024,-18.4915607696066,-151.851591110227
"20-196_NIWO1-1020-2","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.15,"no depth info given",-93.8736335168,-9.4361421347,NA,0.162679511247372,0.0182945268237901,NA,"SPATIAL",384,"NIWO1",-18.3844964392,-0.803449999999998,-1.31905,-0.0952500000000001,-1.77955,0.0146999999999999,"HIDS2046",-0.01857830317131,0.741873324385307,-0.32236470495599,8.36239437193763,-9.41756383152869,-93.551268811844
"20-196_NIWO1-1020-3","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.15,"no depth info given",-131.0951239202,-14.8352049695,NA,0.177433210819577,0.0139357518766632,NA,"SPATIAL",384,"NIWO1",-12.4134841642,0.208299999999994,-0.158049999999999,-0.0805000000000002,-1.47155,0.0306999999999999,"HIDS2046",-0.00244248135821692,0.741779235378588,-0.321510123810414,8.36238453906073,-14.8327624881418,-130.77361379639
"20-196_NIWO1-2030-1","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.25,"no depth info given",-149.6236318168,-18.1576575462,NA,0.13958574320217,0.0682258295990256,NA,"SPATIAL",384,"NIWO1",-4.36237144720002,0.172799999999995,0.0126999999999988,-0.10525,-1.88455,-0.00305,"HIDS2046",-0.0227404226882594,0.741941744105919,-0.321227177794407,8.36238128429984,-18.1349171235117,-149.302404639006
"20-196_NIWO1-2030-3","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.25,"no depth info given",-144.3168740518,-17.3605304096,NA,0.223235651459115,0.0368111509719687,NA,"SPATIAL",384,"NIWO1",-5.43263077500001,-0.0871999999999957,-0.652800000000003,-0.112,-1.3018,0.1632,"HIDS2046",-0.255096268578407,0.742055181617131,-0.327487461268794,8.36245339448404,-17.1054341410216,-143.989386590531
"20-196_NIWO1-3040-1","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.33,"0.30-0.35",-144.6022413673,-17.4737205789,NA,0.273955689812321,0.0534683202792305,NA,"SPATIAL",384,"NIWO1",-4.8124767361,-0.506700000000009,-0.976050000000001,-0.15325,-2.7143,0.0894499999999999,"HIDS2046",-0.265802538445779,0.742399110680434,-0.326357106366067,8.36244035919515,-17.2079180404542,-144.275884260934
"20-196_NIWO1-3040-3","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.35,"no depth info given",-144.8053440559,-16.6183609427,NA,0.102691607401979,0.0162109932452896,NA,"SPATIAL",384,"NIWO1",-11.8584565143,0.159049999999993,-0.0192999999999977,-0.0972499999999998,-1.4448,0.09295,"HIDS2046",-0.126306217010119,0.741904133637229,-0.321330353688223,8.36238247109585,-16.4920547256899,-144.484013702212
"20-196_NIWO1-deep-3","NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"Soil","",NA,"2020-08-17 00:00:00",6,NA,0.43,"0.40-0.46",-147.4396949481,-17.6691788792,NA,0.543947701915316,0.0183827268795901,NA,"SPATIAL",384,"NIWO1",-6.08626391449999,-2.89989999999989,0.42475,-0.0825,-2.68755,-0.0128,"Both",0.0527349384517545,0.741837273036621,-0.321544492163854,8.36238493443228,-17.7219138176518,-147.118150455936
"20-196_SCBI1-010-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.05,"no depth info given, taken at SCBI_062",-34.2870435145,-4.697704526,NA,0.08495265063924,0.0205423398344304,NA,"SPATIAL",384,"SCBI1",3.2945926935,-0.42495000000001,-0.233350000000002,0.0298500000000002,0.101649999999999,-0.0325,"HIDS2046",0.365714233053773,0.742074543119665,-0.320779098031437,8.36237613083905,-5.06341875905377,-33.9662644164686
"20-196_SCBI1-010-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.05,"no depth info given, taken at SCBI_064",-38.5311023899,-5.6477936085,NA,0.034994112946403,0.0349078951656496,NA,"SPATIAL",384,"SCBI1",6.6512464781,-0.140450000000001,-0.68835,0.0328500000000003,0.760899999999999,0.0345,"HIDS2046",0.286367987118062,0.742475231796556,-0.322620883552325,8.36239732028921,-5.93416159561806,-38.2084815063477
"20-196_SCBI1-010-3","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.05,"no depth info given, taken at SCBI_058",-40.3339333127,-5.9225819581,NA,0.0902845191354712,0.0181241373452965,NA,"SPATIAL",384,"SCBI1",7.04672235210001,-0.3142,-0.305350000000001,0.0371000000000001,0.8934,0.05175,"HIDS2046",0.275257894150723,0.742654593488442,-0.32215378146872,8.3623919446822,-6.19783985225072,-40.0117795312313
"20-196_SCBI1-1020-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.15,"no depth info given, taken at SCBI_062",-33.2711854191,-4.4880308994,NA,0.299306459252519,0.0282702939960155,NA,"SPATIAL",384,"SCBI1",2.6330617761,-0.362949999999998,-0.462350000000001,0.0353500000000002,0.261899999999997,-0.0960000000000001,"HIDS2046",0.462071891377071,0.741856818874932,-0.318615782813305,8.36235126479706,-4.95010279077707,-32.9525696362867
"20-196_SCBI1-1020-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.15,"no depth info given, taken at SCBI_064",-44.3332286569,-6.3019590946,NA,0.431959954122175,0.0666338537849935,NA,"SPATIAL",384,"SCBI1",6.0824440999,-3.90205000000004,-0.165024999999999,-0.0831250000000001,-3.1478,-0.0513,"Both",0.102261800188221,0.741881045573201,-0.320727256876824,8.36237553467035,-6.40422089478822,-44.0125014000232
"20-196_SCBI1-1020-3","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.15,"no depth info given, taken at SCBI_058",-38.2559727449,-5.8625182329,NA,0.0829528955482963,0.00719867606092701,NA,"SPATIAL",384,"SCBI1",8.6441731183,-0.326700000000002,-0.220849999999999,0.0401000000000002,0.8294,-0.032,"HIDS2046",0.391459753513349,0.742208818402802,-0.320809469729783,8.36237648011739,-6.25397798641335,-37.9351632751702
"20-196_SCBI1-2030-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.25,"no depth info given, taken at SCBI_064",-33.8345884292,-5.1596124563,NA,0.0541818538081986,0.0157420334790158,NA,"SPATIAL",384,"SCBI1",7.4423112212,-0.316199999999995,-0.44585,0.0446000000000004,0.978400000000001,0.0605,"HIDS2046",0.2833378451279,0.742848291215495,-0.322810508641813,8.3623995028986,-5.4429503014279,-33.5117779205582
"20-196_SCBI1-2030-3","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.25,"no depth info given, taken at SCBI_058",-36.8246964598,-4.0671452652,NA,0.293211371520116,0.0259183254439279,NA,"SPATIAL",384,"SCBI1",-4.2875343382,-0.0894500000000136,0.021449999999998,0.03775,0.497449999999994,-0.05105,"HIDS2046",0.409733656981872,0.742078721931942,-0.321289269525799,8.36238199851254,-4.47687892218187,-36.5034071902742
"20-196_SCBI1-3040-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.35,"no depth info given, taken at SCBI_062",-37.9997864712,-4.5334692829,NA,0.149908242917191,0.0248871414232976,NA,"SPATIAL",384,"SCBI1",-1.732032208,-0.285450000000012,-0.219850000000001,0.03485,0.363399999999999,-0.0430000000000001,"HIDS2046",0.392063256228064,0.742083725613565,-0.320669192955507,8.36237486695701,-4.92553253912806,-37.6791172782445
"20-196_SCBI1-3040-2","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.35,"no depth info given, taken at SCBI_064",-39.8728203753,-5.5899347644,NA,0.393992700067148,0.0212685765550001,NA,"SPATIAL",384,"SCBI1",4.8466577399,-0.234033333333329,-0.272266666666667,0.0359333333333338,0.831899999999997,0.0858333333333332,"HIDS2046",0.228010587793475,0.742863591333267,-0.322598633049814,8.36239706419531,-5.81794535219348,-39.5502217422502
"20-196_SCBI1-deep-1","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.45,"deepest, taken at SCBI_062",-45.1507410868,-5.5394361245,NA,0.325134153063823,0.0206847714291281,NA,"SPATIAL",384,"SCBI1",-0.835252090799997,-0.388950000000008,-0.407350000000001,0.0251000000000001,0.738899999999994,0.0554999999999999,"HIDS2046",0.239451886577933,0.742484452779812,-0.322553862132923,8.36239654890875,-5.77888801107793,-44.8281872246671
"20-196_SCBI1-deep-3","SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"Soil","",NA,"2020-08-13 00:00:00",5,NA,0.45,"no depth info given; not listed on field sheet",-48.0917003998,-5.6487187846,NA,0.0921248750257038,0.00884594562119486,NA,"SPATIAL",384,"SCBI1",-2.901950123,-0.256199999999993,-0.358599999999999,0.0165999999999999,0.212150000000001,0.0407499999999998,"HIDS2046",0.236382429593333,0.742278038988751,-0.322083893644053,8.36239114048145,-5.88510121419333,-47.7696165061559
"20-196_UNDE1-010-1","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.05,"no depth info given",-38.563041656,-5.1546891606,NA,0.0968701575578201,0.0337125484034608,NA,"SPATIAL",384,"UNDE1",2.6744716288,-0.0936999999999983,-0.00735000000000241,0.0528500000000003,0.940399999999997,0.00424999999999986,"HIDS2046",0.377216378043918,0.742619264287268,-0.321226737068983,8.36238127923045,-5.53190553864392,-38.241814918931
"20-196_UNDE1-010-2","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.05,"no depth info given",-38.4797648064,-5.4268476631,NA,0.0653421059950618,0.0409779752525755,NA,"SPATIAL",384,"UNDE1",4.9350164984,-0.255700000000004,-0.182600000000001,0.0441000000000003,0.92615,-0.0137500000000002,"HIDS2046",0.37809035449352,0.742366775709639,-0.321077311458008,8.36237956053884,-5.80493801759352,-38.158687494942
"20-196_UNDE1-010-3","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.05,"no depth info given",-34.8739942185,-4.5244954411,NA,0.131673503133574,0.021642626445846,NA,"SPATIAL",384,"UNDE1",1.3219693103,11.68055,-0.417349999999999,0.0626000000000002,1.6324,0.0512499999999998,"HIDS2046",0.32630524917643,0.743077161298635,-0.322482221105752,8.36239572438496,-4.85080069027643,-34.5515119973943
"20-196_UNDE1-1020-1","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.15,"no depth info given",-42.9300487917,-5.7744323188,NA,0.20384212785883,0.00591417353072542,NA,"SPATIAL",384,"UNDE1",3.2654097587,0.0302999999999969,-0.181850000000001,0.0511000000000004,0.980899999999998,0.0237499999999999,"HIDS2046",0.34728257574104,0.74271469296928,-0.321478780870212,8.36238417849871,-6.12171489454104,-42.6085700108298
"20-196_UNDE1-1020-2","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.15,"no depth info given",-45.3367324763,-6.1936883456,NA,0.140373281173317,0.0354415800611703,NA,"SPATIAL",384,"UNDE1",4.2127742885,-0.0977000000000032,-0.206099999999999,0.0383500000000003,0.947899999999997,-0.00150000000000006,"HIDS2046",0.347148882502392,0.742347959546549,-0.321206728075958,8.36238104908051,-6.54083722810239,-45.015525748224
"20-196_UNDE1-1020-3","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.15,"no depth info given",-36.3544606349,-5.6308294149,NA,0.309049420814204,0.013921413432014,NA,"SPATIAL",384,"UNDE1",8.6921746843,0.0852999999999895,0.395700000000001,0.056,1.10794999999999,-0.0200500000000001,"HIDS2046",0.416593101641117,0.742519029932158,-0.321691272393584,8.36238662305278,-6.04742251654112,-36.0327693625064
"20-196_UNDE1-2030-1","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.25,"no depth info given",-86.5216485749,-6.5379990745,NA,0.263012622359839,0.0466070282497322,NA,"SPATIAL",384,"UNDE1",-34.2176559789,-0.115200000000016,-0.254050000000003,-0.0395000000000003,-0.496300000000005,0.0952,"HIDS2046",0.0205570217519938,0.741984182983069,-0.322646600226155,8.36239761628049,-6.55855609625199,-86.1990019746738
"20-196_UNDE1-2030-2","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.25,"no depth info given",-54.8361895845,-7.4809996907,NA,0.11972220663041,0.0156660467236105,NA,"SPATIAL",384,"UNDE1",5.0118079411,-0.10244999999999,-0.0131000000000014,0.0393500000000002,1.01315,0.0852499999999999,"HIDS2046",0.237435030229982,0.742922555463109,-0.321290548202662,8.36238201322078,-7.71843472092998,-54.5148990362973
"20-196_UNDE1-2030-3","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.25,"no depth info given",-42.8208033435,-6.2145522398,NA,0.402638902867706,0.00491680792199149,NA,"SPATIAL",384,"UNDE1",6.89561457489999,-1.16370000000001,-1.5993,-0.0510000000000002,-0.994050000000001,0.0479499999999999,"HIDS2046",0.0533343904195865,0.741807164715298,-0.325732758330231,8.36243316204567,-6.26788663021959,-42.4950705851698
"20-196_UNDE1-3040-1","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.35,"no depth info given",-43.228655214,-6.196865493,NA,0.135016343457253,0.0365112899834256,NA,"SPATIAL",384,"UNDE1",6.34626873,-0.0297000000000054,-0.283100000000001,0.0436000000000001,1.36165,0.0734999999999999,"HIDS2046",0.263548484882087,0.742919133384756,-0.322448048352692,8.36239533109672,-6.46041397788209,-42.9062071656473
"20-196_UNDE1-3040-2","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.35,"no depth info given",-83.5298574654,-11.2835204282,NA,0.0653826996348613,0.0143372559375627,NA,"SPATIAL",384,"UNDE1",6.73830596019999,-0.0559500000000099,-0.0745499999999986,-0.0274999999999999,-0.559300000000007,0.0439499999999999,"HIDS2046",0.117877113317293,0.741869942790482,-0.321417501666618,8.36238347357155,-11.4013975415173,-83.2084399637334
"20-196_UNDE1-3040-3","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.35,"no depth info given",-43.8596988762,-6.1932797399,NA,0.410179394132766,0.0657709816232978,NA,"SPATIAL",384,"UNDE1",5.686539043,1.10045,1.7092,0.129525,2.864925,-0.0726749999999999,"HIDS2046",0.673639072931544,0.74375170866399,-0.328526694463397,8.36246538482415,-6.86691881283154,-43.5311721817366
"20-196_UNDE1-deep-1","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.5,"",-42.5761630524,-5.2360761918,NA,0.125260754140466,0.0107013343125954,NA,"SPATIAL",384,"UNDE1",-0.687553518000001,0.0115499999999997,0.0241499999999988,0.0493500000000004,0.73415,-0.0790000000000002,"HIDS2046",0.475800181721343,0.742091704327757,-0.321337049951865,8.36238254812253,-5.71187637352134,-42.2548260024481
"20-196_UNDE1-deep-2","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.5,"no depth info given",-69.492954814,-9.0969916102,NA,0.127976205035055,0.0438838366679902,NA,"SPATIAL",384,"UNDE1",3.2829780676,-0.621700000000004,-1.13905,-0.0562499999999999,-1.53005,0.00445000000000007,"HIDS2046",0.0953623796455854,0.741709390846376,-0.321522858409147,8.3623846855581,-9.19235398984559,-69.1714319555908
"20-196_UNDE1-deep-3","UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"Soil","",NA,"2020-08-27 00:00:00",6,NA,0.5,"",-43.6399865548,-5.9954087269,NA,0.177226735345374,0.0176861426983842,NA,"SPATIAL",384,"UNDE1",4.3232832604,-0.664049999999996,-1.02105,-0.0142249999999999,-0.766325000000002,-0.029175,"HIDS2046",0.247682358550731,0.741719521706076,-0.319473806657828,8.36236112436314,-6.24309108545073,-43.3205127481422
"20-196_WOOD1-010-1","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-08-19 00:00:00",6,NA,0.05,"no depth info given",-62.2172026854,-2.8878668874,NA,0.162907495290579,0.0172067097124808,NA,"SPATIAL",384,"WOOD1",-39.1142675862,-0.258049999999997,-0.4405,-0.0072000000000001,-0.708950000000002,-0.00939999999999996,"HIDS2046",0.23973037417513,0.741816563807313,-0.320981498132959,8.36237845855627,-3.12759726157513,-61.896221187267
"20-196_WOOD1-010-2","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-08-19 00:00:00",6,NA,0.05,"no depth info given",-70.3913198388,-6.9512161629,NA,0.117991543196968,0.058028275366494,NA,"SPATIAL",384,"WOOD1",-14.7815905356,2.58745,-1.2021,-0.0542500000000001,-1.6557,-0.0289499999999999,"HIDS2046",0.139609331255907,0.741601724163883,-0.3191792062539,8.36235773867294,-7.09082549415591,-70.0721406325461
"20-196_WOOD1-010-3","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-08-19 00:00:00",6,NA,0.05,"no depth info given",-76.5150030275,-7.5859027755,NA,0.133425698998689,0.0142388031283396,NA,"SPATIAL",384,"WOOD1",-15.8277808235,-0.215800000000002,-0.354999999999997,-0.0202,-0.865449999999996,0.05685,"HIDS2046",0.120271962812229,0.741969787964293,-0.322411244326303,8.36239490753241,-7.70617473831223,-76.1925917831737
"20-196_WOOD1-1020-1","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-08-19 00:00:00",6,NA,0.15,"no depth info given",-72.594210793,-7.9492614666,NA,0.0726910888749212,0.0264938582876311,NA,"SPATIAL",384,"WOOD1",-9.0001190602,-0.449799999999996,-0.547750000000001,-0.0399500000000002,-1.5027,-0.0914,"HIDS2046",0.261401399704188,0.741577272586502,-0.318281968941946,8.36234742997214,-8.21066286630419,-72.2759288240581
"20-196_WOOD1-1020-2","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-08-19 00:00:00",6,NA,0.15,"no depth info given",-76.9710813965,-9.3932875897,NA,0.0102996093843712,0.0242247848308232,NA,"SPATIAL",384,"WOOD1",-1.8247806789,-0.483549999999994,-0.631499999999999,-0.0589499999999998,-1.97195,-0.11215,"HIDS2046",0.239148571570553,0.741662504828606,-0.31706172971291,8.36233341690617,-9.63243616127055,-76.6540196667871
"20-196_WOOD1-1020-3","WOOD_tower","Chase Lake National Wildlife Refuge NEON",47.1282,-99.241334,591,"Soil","",NA,"2020-08-19 00:00:00",6,NA,0.15,"no depth info given",-87.3235031837,-10.265614915,NA,0.152988432584888,0.0244245533896946,NA,"SPATIAL",384,"WOOD1",-5.19858386369999,0.135199999999998,-0.519749999999998,-0.03295,-0.654699999999998,0.0436,"HIDS2046",0.103980877363718,0.741836476854076,-0.322556987918106,8.36239658488434,-10.3695957923637,-87.0009461957819
